,Artist,City,Date,Genre,Venue,origin
30196,Landscape, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,United Kingdom
30197,Make Me A Donut, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,
30198,Invoker, Zürich,2013-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,
30199,Colin Rich, Zürich,2013-03-09,Pop,Swiss Casinos Zürich,
30200,Min King, Buchs,2013-03-09,"Hip Hop, R'n'B",Fabriggli,
30201,The Wonkers, Buchs,2013-03-09,"Hip Hop, R'n'B",Fabriggli,
30202,DJs Gismo, Luzern,2013-03-09,"Hip Hop, R'n'B",Bar 59,
30203,Roc Ras, Luzern,2013-03-09,"Hip Hop, R'n'B",Bar 59,
30204,Entheogenesis, Luzern,2013-03-09,"Hip Hop, R'n'B",Bar 59,
30205,Der Fehlmann, Luzern,2013-03-09,"Hip Hop, R'n'B",Bar 59,
30206,Alligator Nail, Jona,2013-03-09,"Hip Hop, R'n'B",Zak,
30207,Jazz Passengers, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30208,Jörg Hauser, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30209,Sabine Siegrist, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30210,Rougi Rothenbühler, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30211,Peter Tico Keller, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30212,Hannes Hänggli, Aarau,2013-03-09,"Jazz, Blues, Soul",Spaghetti Factory,
30213,Goloubev-Simcock, Winterthur,2013-03-09,"Jazz, Blues, Soul",Villa Sträuli,
30214,Yuri Goloubev, Winterthur,2013-03-09,"Jazz, Blues, Soul",Villa Sträuli,
30215,Gwilym Simcock, Winterthur,2013-03-09,"Jazz, Blues, Soul",Villa Sträuli,
30216,DJ Ker, Zürich,2013-03-09,"Hip Hop, R'n'B",Escherwyss,
30217,DJ Philly, Basel,2013-03-09,"Hip Hop, R'n'B",Velvet,
30218,DJs Patric Pleasure, Olten,2013-03-09,"Hip Hop, R'n'B",Terminus,
30219,Ellen V., Olten,2013-03-09,"Hip Hop, R'n'B",Terminus,
30220,DJ Bala M, Zürich,2013-03-09,"Ragga, Reggae, African Music, Dancehall",Hey City of Music,
30221,DJs Mahli, Zürich,2013-03-09,"Hip Hop, R'n'B",Indochine,United States
30222,Swissivory, Zürich,2013-03-09,"Hip Hop, R'n'B",Indochine,
30223,Stoppa, Zürich,2013-03-09,"Hip Hop, R'n'B",Indochine,
30224,Jay-D, Zürich,2013-03-09,"Hip Hop, R'n'B",Indochine,
30225,Hamp Goes Wild, Bern,2013-03-08,Pop,Bar Wohnzimmer Les Amis,
30226,DJ Dr. Love, Bern,2013-03-08,Pop,Bar Wohnzimmer Les Amis,
30227,Owen Temple, Hasliberg Hohfluh,2013-03-08,Pop,Hotel Wetterhorn,United States
30228,Joan Faulkner, Luzern,2013-03-08,"Jazz, Blues, Soul",Hotel Montana,United States
30229,Csik Gustav, Luzern,2013-03-08,"Jazz, Blues, Soul",Hotel Montana,United States
30230,Morning Transfer, Luzern,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30231,Calumet, Luzern,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30232,DJ Goofy, Luzern,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30233,Micha Sportelli Micha Sportelli und Band, Schaffhausen,2013-03-08,Pop,Tap Tab Musikraum,
30234,Lorin Far, Schaffhausen,2013-03-08,Pop,Tap Tab Musikraum,
30235,DJs Source, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30236,Leventation, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30237,Laslow, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30238,Max Iron, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30239,M-Flava, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30240,Pe-Be, Winterthur,2013-03-08,"Hip Hop, R'n'B",Bolero,
30241,Diens, Zürich,2013-03-08,"Hip Hop, R'n'B",Exil,
30242,Phumaso, Zürich,2013-03-08,"Hip Hop, R'n'B",Exil,
30243,Smack, Zürich,2013-03-08,"Hip Hop, R'n'B",Exil,
30244,Freda Goodlett & Band, Brugg,2013-03-08,"Hip Hop, R'n'B",Dampfschiff Kulturclub,
30245,DJs Gordon, Wetzikon,2013-03-08,"Hip Hop, R'n'B",Kulturfabrik Wetzikon,
30246,Limone, Wetzikon,2013-03-08,"Hip Hop, R'n'B",Kulturfabrik Wetzikon,
30247,Musi, Wetzikon,2013-03-08,"Hip Hop, R'n'B",Kulturfabrik Wetzikon,
30248,DJs King Chris, Zürich,2013-03-08,"Hip Hop, R'n'B",Wunderbar,
30249,Simba Marara, Zürich,2013-03-08,"Hip Hop, R'n'B",Wunderbar,
30250,Gorbatchov, Zürich,2013-03-08,"Hip Hop, R'n'B",Wunderbar,
30251,Casa Show Band, Bern,2013-03-08,Electronic,Reitschule,
30252,DJs E-Funker, Bern,2013-03-08,Electronic,Reitschule,
30253,Klangperle, Bern,2013-03-08,Electronic,Reitschule,
30254,Epi, Bern,2013-03-08,Electronic,Reitschule,
30255,Bad Man, Bern,2013-03-08,Electronic,Reitschule,
30256,Dirty Harry, Bern,2013-03-08,Electronic,Reitschule,
30257,Sinsonic Label Night, Bern,2013-03-08,Electronic,Reitschule,
30258,The Real Group,,2013-03-08,Pop,Einstein Congress,Sweden
30259,May-Day, Gams,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",S-Event Hall,
30260,Mute Swimmer, Winterthur,2013-03-08,Pop,Portier,United Kingdom
30261,Bluegrass Staff, Zürich,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30262,Della Mae, Zürich,2013-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30263,Oliver Töngi, Luzern,2013-03-08,Pop,Hotel Montana,
30264,Big Band Upwood Juniors, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30265,Shirayukis, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30266,Silence Killers, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30267,Monkey Medicin, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30268,No Air, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30269,SemiDeaf, Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30270,Critical Intention u. a., Stans,2013-03-08,"Jazz, Blues, Soul",Chäslager,
30271,Schnaak, Düdingen,2013-03-07,Electronic,Bad Bonn,
30272,Lune Palmer, Düdingen,2013-03-07,Electronic,Bad Bonn,
30273,Meursault, Zürich,2013-03-07,"Rock, Indie, Punk, Heavy Metal, Gothic",La Catrina,United Kingdom
30274,Box feat. Black Cracker, Schaffhausen,2013-03-07,"Jazz, Blues, Soul",Tap Tab Musikraum,
30275,Sky 189 & Claire Huguenin, Schaffhausen,2013-03-07,"Jazz, Blues, Soul",Tap Tab Musikraum,
30276,Richard Decker, Luzern,2013-03-07,"Jazz, Blues, Soul",Hotel Montana,
30277,TM Stevens & Shocka Zooloo, Chur,2013-03-07,"Hip Hop, R'n'B",Palazzo,
30278,Jam session, Winterthur,2013-03-07,"Jazz, Blues, Soul",Albani Music Club,
30279,The Grassroot Ensemble, Thalwil,2013-03-07,"Jazz, Blues, Soul",Kultwerk,
30280,Kosheen, Luzern,2013-03-07,Electronic,Schüür,United Kingdom
30281,Daniel Schläppi with Marc Copland, Zürich,2013-03-07,"Jazz, Blues, Soul",Moods,
30282,Daniel Schläppi, Zürich,2013-03-07,"Jazz, Blues, Soul",Moods,
30283,Marc Copland, Zürich,2013-03-07,"Jazz, Blues, Soul",Moods,
30284,Flava Sauce, Zürich,2013-03-07,"Jazz, Blues, Soul",Bazillus,
30285,Valentin Bächi, Zürich,2013-03-07,"Jazz, Blues, Soul",Bazillus,
30286,Manu Rindlisbacher, Zürich,2013-03-07,"Jazz, Blues, Soul",Bazillus,
30287,Tobias Hunziker, Zürich,2013-03-07,"Jazz, Blues, Soul",Bazillus,
30288,Journeys, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30289,Angelo Signore, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30290,Willy Kotoun, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30291,Philippe Mall, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30292,Robert Mark, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30293,Luciano Maranta, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30294,Dennis Roshard, Winterthur,2013-03-07,"Jazz, Blues, Soul",Esse Musicbar,
30295,Erika Stucky feat. Knut Jensen, Thun,2013-03-07,"Jazz, Blues, Soul",Mokka,
30296,Ivan Mangia, Zürich,2013-03-07,Pop,Langstars,
30297,Easy Listening Music Quartet, Zürich,2013-03-07,"Jazz, Blues, Soul",Hotel Eden au Lac,
30298,Rebecca Spiteri, Zürich,2013-03-07,"Jazz, Blues, Soul",Hotel Eden au Lac,
30299,Jürg Ramspeck, Zürich,2013-03-07,"Jazz, Blues, Soul",Hotel Eden au Lac,
30300,Joel Reiff, Zürich,2013-03-07,"Jazz, Blues, Soul",Hotel Eden au Lac,
30301,Rolf Lyssy, Zürich,2013-03-07,"Jazz, Blues, Soul",Hotel Eden au Lac,
30302,Street Corner Talking, Zürich,2013-03-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Alte Kaserne,
30303,Werner Gisin, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30304,Jerry Guanter, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30305,Henry Bodmer, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30306,Hans Bächtold, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30307,Simon Inäbnit, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30308,Ivo Maynard, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30309,Hans Kilchenmann, Bern,2013-03-06,"Jazz, Blues, Soul",Mahogany Hall,
30310,Bury Tomorrow,,2013-03-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Contretemps,United Kingdom
30311,Fidlar, Zürich,2013-03-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Hafenkneipe,United States
30312,Daniel Schläppi Duo, Basel,2013-03-06,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30313,Marc Copland, Basel,2013-03-06,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30314,Daniel Schläppi, Basel,2013-03-06,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30315,Essentials, Basel,2013-03-06,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
30316,Unifour Country Band, Zürich,2013-03-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30317,Swiss Highwaymen, Zürich,2013-03-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,Switzerland
30318,DJs M-Live, Zürich,2013-03-06,"Hip Hop, R'n'B",Kaufleuten,
30319,A. S. One, Zürich,2013-03-06,"Hip Hop, R'n'B",Kaufleuten,
30320,K.O.S. Crew, Zürich,2013-03-06,"Hip Hop, R'n'B",Exil,
30321,Quintett Ikarus, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30322,Stefanie Suhner, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30323,Andreas Lareida, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30324,Lucca Fries, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30325,Moritz Meyer, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30326,Ramón Oliveras, Zürich,2013-03-05,"Jazz, Blues, Soul",Cabaret Voltaire,
30327,Mates of Mine, Zürich,2013-03-05,Pop,Langstars,Sweden
30328,Alestorm, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,
30329,Arkona, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,Russian Federation
30330,Thyrfing, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,Sweden
30331,Ex Deo, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,Canada
30332,Wolfchant, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,
30333,Borholm, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,Hungary
30334,Paganfest, Solothurn,2013-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,
30335,Marianne Racine Quartet, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30336,Marianne Racine, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30337,Daniel Baschnagel, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30338,Patrick Sommer, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30339,Pius Baschnagel, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30340,Reihe: Jazzapero, Zürich,2013-03-05,"Jazz, Blues, Soul",Lebewohlfabrik,
30341,The Bony King of Nowhere, Aarau,2013-03-04,Pop,Theater Tuchlaube,
30342,Gabriel Beurle, Basel,2013-03-04,"Jazz, Blues, Soul",Unternehmen Mitte,
30343,Jazzkollektiv Basel, Basel,2013-03-04,"Jazz, Blues, Soul",Unternehmen Mitte,
30344,XL-Target feat. Mr. Defunkt Joe Bowie, Zürich,2013-03-04,"Jazz, Blues, Soul",Moods,
30345,Joseph Bowie, Zürich,2013-03-04,"Jazz, Blues, Soul",Moods,
30346,Christy Doran, Zürich,2013-03-04,"Jazz, Blues, Soul",Moods,
30347,KJ Dave Doran, Zürich,2013-03-04,"Jazz, Blues, Soul",Moods,
30348,Dany Trutt, Zürich,2013-03-04,"Jazz, Blues, Soul",Moods,
30349,Dandylion, Zürich,2013-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Eldorado,
30350,Federlos Band, Zürich,2013-03-04,Pop,El Lokal,
30351,Olivier Ker Ourio Quartet, Baden,2013-03-04,"Jazz, Blues, Soul",Restaurant Isebähnli,
30352,Olivier Ker Ourio, Baden,2013-03-04,"Jazz, Blues, Soul",Restaurant Isebähnli,
30353,Emmanuel Bex, Baden,2013-03-04,"Jazz, Blues, Soul",Restaurant Isebähnli,
30354,Jérôme Barde, Baden,2013-03-04,"Jazz, Blues, Soul",Restaurant Isebähnli,
30355,Matthieu Chazarenc, Baden,2013-03-04,"Jazz, Blues, Soul",Restaurant Isebähnli,
30356,Dead Ghosts, Luzern,2013-03-03,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,Canada
30357,Quintett Ikarus, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30358,Stefanie Suhner, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30359,Andreas Lareida, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30360,Lucca Fries, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30361,Moritz Meyer, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30362,Ramón Oliveras, Zürich,2013-03-03,"Jazz, Blues, Soul",Cabaret Voltaire,
30363,Wenzel & Band,,2013-03-03,"Jazz, Blues, Soul",Burghof Lörrach,
30364,Hans-Eckhardt Wenzel,,2013-03-03,"Jazz, Blues, Soul",Burghof Lörrach,
30365,Hannes Scheffler,,2013-03-03,"Jazz, Blues, Soul",Burghof Lörrach,
30366,Thommy Krawallo,,2013-03-03,"Jazz, Blues, Soul",Burghof Lörrach,
30367,Stefan Dohanetz,,2013-03-03,"Jazz, Blues, Soul",Burghof Lörrach,
30368,Euphonia Ensemble, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30369,Yama Luberti Kapidani, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30370,Markelian Kapidani, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30371,Sandro Schneebeli, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30372,Violeta Zaplitnii, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30373,Radu Zaplitnii, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30374,Yuri Goloubev, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30375,Asaf Sirkis, Bellinzona,2013-03-03,"Jazz, Blues, Soul",Teatro Sociale,
30376,Roland Zoss & Bandidos mit Jimmy Flitz, Mühlethurnen,2013-03-03,Pop,Alti Moschti,
30377,Andrew Bond & Band, Schaffhausen,2013-03-03,Pop,Kammgarn,
30378,Quintett Ikarus, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30379,Stefanie Suhner, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30380,Andreas Lareida, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30381,Lucca Fries, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30382,Moritz Meyer, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30383,Ramón Oliveras, Rapperswil,2013-03-03,"Jazz, Blues, Soul",Kunst(Zeug)Haus,
30384,Frühschoppen, Zürich,2013-03-03,Pop,Bierhalle Wolf,
30385,DJs Aystep, Zürich,2013-03-03,"Hip Hop, R'n'B",Hiltl Club,
30386,Tenzking, Zürich,2013-03-03,"Hip Hop, R'n'B",Hiltl Club,
30387,K-Risma, Zürich,2013-03-03,"Hip Hop, R'n'B",Hiltl Club,
30388,DJ Salsero, Burgdorf,2013-03-03,"Ragga, Reggae, African Music, Dancehall",Bodega del Oso,
30389,Vasco Jam, Castione,2013-03-03,Pop,Garage Music,
30390,DJ Joe Tex, Zürich,2013-03-03,"Hip Hop, R'n'B",Club Flamingo,United States
30391,DJs ATN, Zürich,2013-03-03,"Hip Hop, R'n'B",Kanzlei,
30392,Subculture, Zürich,2013-03-03,"Hip Hop, R'n'B",Kanzlei,
30393,Soul Sista, Zürich,2013-03-03,"Hip Hop, R'n'B",Kanzlei,
30394,DJ Nat-Shizaru, Luzern,2013-03-02,"Hip Hop, R'n'B",Schüür,
30395,Bittersweet, St. Margrethen,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates Musicbar & Restaurant,
30396,DJ Tom-Gee, St. Margrethen,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates Musicbar & Restaurant,
30397,DJs Big Ali, Zürich,2013-03-02,"Hip Hop, R'n'B",Indochine,
30398,Kash, Zürich,2013-03-02,"Hip Hop, R'n'B",Indochine,
30399,Kay Cut, Zürich,2013-03-02,"Hip Hop, R'n'B",Indochine,
30400,Big Boys, Zürich,2013-03-02,"Hip Hop, R'n'B",Indochine,
30401,The Frogs, Basel,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
30402,Agent of Kaos, Basel,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
30403,Raving Mads, Basel,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
30404,DJ Alfredo, Basel,2013-03-02,"Ragga, Reggae, African Music, Dancehall",Allegra-Club,
30405,DJs Simone, Zürich,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,
30406,Pete S, Zürich,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,
30407,Zauberengel, Zürich,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo,
30408,Bloody Horseface, Oberentfelden,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm,
30409,DJs J. Kaliim, Zürich,2013-03-02,"Hip Hop, R'n'B",Aubrey,
30410,Missterious, Zürich,2013-03-02,"Hip Hop, R'n'B",Aubrey,
30411,Hildegard lernt fliegen, Hasliberg Hohfluh,2013-03-02,"Jazz, Blues, Soul",Hotel Wetterhorn,
30412,Katrin Roush, Luzern,2013-03-02,Pop,Hotel Schweizerhof Luzern,United States
30413,Cool Sound Machine, Lenzburg,2013-03-02,"Hip Hop, R'n'B",Tommasini,
30414,Beat Moustache, Lenzburg,2013-03-02,"Hip Hop, R'n'B",Tommasini,
30415,DJ Dave, Lenzburg,2013-03-02,"Hip Hop, R'n'B",Tommasini,
30416,Tinkabelle, Winterthur,2013-03-02,Pop,Albani Music Club,
30417,DJs Hispanic Joe, Zürich,2013-03-02,"Hip Hop, R'n'B",Hard One,
30418,Rocksteady, Zürich,2013-03-02,"Hip Hop, R'n'B",Hard One,
30419,Reggie Saunders, Zürich,2013-03-02,"Hip Hop, R'n'B",Hard One,
30420,DJ Menzi, Zürich,2013-03-02,"Hip Hop, R'n'B",Abtanz,
30421,Lilly Wood & The Prick, Basel,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaserne,
30422,Royal Guitar Club, Luzern,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30423,DJs Höllehond, Luzern,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30424,Goofy, Luzern,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
30425,Water Soundscape, Lichtensteig,2013-03-02,Electronic,Chössi-Theater,
30426,Töbi Tobler, Lichtensteig,2013-03-02,Electronic,Chössi-Theater,
30427,Ferdinand Rauber, Lichtensteig,2013-03-02,Electronic,Chössi-Theater,
30428,Heinz Bürgin, Lichtensteig,2013-03-02,Electronic,Chössi-Theater,
30429,Nö Mercy, Gams,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",S-Event Hall,
30430,Motörhead-tribute, Gams,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",S-Event Hall,
30431,Rolf Fritschi & Band, Zürich,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,
30432,The Marshall Tucker Band, Zürich,2013-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli,United States
30433,Werner & Company, Zürich,2013-03-02,Pop,Bierhalle Wolf,
30434,DJs A.S One, Zürich,2013-03-02,"Hip Hop, R'n'B",Privé Club,
30435,Doobious, Zürich,2013-03-02,"Hip Hop, R'n'B",Privé Club,
30436,DJs Orchester, Zürich,2013-03-02,"Hip Hop, R'n'B",Amboss Rampe,
30437,Mixwell, Zürich,2013-03-02,"Hip Hop, R'n'B",Amboss Rampe,
30438,Stylewarz, Zürich,2013-03-02,"Hip Hop, R'n'B",Amboss Rampe,
30439,Mirko Machine, Zürich,2013-03-02,"Hip Hop, R'n'B",Amboss Rampe,
30440,DJs Autentico, Basel,2013-03-02,"Ragga, Reggae, African Music, Dancehall",Obsession Club,
30441,Kaiser Dias, Basel,2013-03-02,"Ragga, Reggae, African Music, Dancehall",Obsession Club,
30442,Stolen Label, St. Margrethen,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates Musicbar & Restaurant,
30443,DJ Mario, St. Margrethen,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",The Pirates Musicbar & Restaurant,
30444,DJs Lukjlite, Basel,2013-03-01,"Hip Hop, R'n'B",Kuppel,
30445,Tron, Basel,2013-03-01,"Hip Hop, R'n'B",Kuppel,
30446,DJ Rafik, Basel,2013-03-01,"Ragga, Reggae, African Music, Dancehall",Allegra-Club,
30447,DJs El Nino, Luzern,2013-03-01,"Hip Hop, R'n'B",El Cartel,
30448,Tiago, Luzern,2013-03-01,"Hip Hop, R'n'B",El Cartel,
30449,Darka, Luzern,2013-03-01,"Hip Hop, R'n'B",El Cartel,
30450,Yes Sir Boss, Zug,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Chollerhalle,United Kingdom
30451,Tequila Boys, Meiringen,2013-03-01,Pop,Sherpa Club,
30452,Smells Vintage, Zürich,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Langstars,
30453,Stepaz Sound System, Zürich,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Langstars,
30454,DJs Simba Marara Family, Zürich,2013-03-01,"Hip Hop, R'n'B",Wunderbar,
30455,Jahn-I, Zürich,2013-03-01,"Hip Hop, R'n'B",Wunderbar,
30456,Bf-Money, Zürich,2013-03-01,"Hip Hop, R'n'B",Wunderbar,
30457,Box, Bern,2013-03-01,"Jazz, Blues, Soul",ISC Club,
30458,Dominic Eglis Plurism, Dübendorf,2013-03-01,"Jazz, Blues, Soul",Obere Mühle,
30459,Dominic Egli, Dübendorf,2013-03-01,"Jazz, Blues, Soul",Obere Mühle,
30460,Donat Fisch, Dübendorf,2013-03-01,"Jazz, Blues, Soul",Obere Mühle,
30461,Raffaele Bossard, Dübendorf,2013-03-01,"Jazz, Blues, Soul",Obere Mühle,
30462,DJ Jonas, Zürich,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",The Dolder Grand,
30463,Alejandro Arriaza, Bern,2013-03-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Cap,
30464,Katharina Busch, Zürich,2013-03-01,Pop,Kafi für Dich,
30465,Hildegard lernt fliegen,,2013-03-01,Electronic,The Classroom,
30466,Koj,,2013-03-01,Electronic,The Classroom,
30467,The Murder Of Amus Ames,,2013-03-01,Electronic,The Classroom,
30468,Blaubart,,2013-03-01,Electronic,The Classroom,
30469,Phase Rot, Flawil,2013-03-01,Pop,Kulturpunkt,
30470,JJ3, Flawil,2013-03-01,Pop,Kulturpunkt,
30471,PowPow Movement, Zürich,2013-03-01,"Hip Hop, R'n'B",District 4,
30472,Mighty Children Sound, Zürich,2013-03-01,"Hip Hop, R'n'B",District 4,
30473,Goose, Zürich,2013-02-28,Electronic,Hive Club,
30474,DJ Mingo, Luzern,2013-02-28,"Ragga, Reggae, African Music, Dancehall",Schüür,
30475,DJ Robin Rehmann, Zürich,2013-02-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Akt Niederdorf,
30476,DJ Theo, Basel,2013-02-28,"Ragga, Reggae, African Music, Dancehall",Allegra-Club,
30477,Flowers for Alberto, Luzern,2013-02-28,"Jazz, Blues, Soul",The Bruch Brothers,
30478,Boomboxx Frequency, Schaffhausen,2013-02-28,"Hip Hop, R'n'B",Tap Tab Musikraum,
30479,Come Again, Schaffhausen,2013-02-28,"Hip Hop, R'n'B",Tap Tab Musikraum,
30480,Schnellertollermeier, Zürich,2013-02-28,"Jazz, Blues, Soul",Bazillus,
