name,genre,origin,ambigous_result,no_result
Johnny Burn & His Sweet'n'Sour Wokestra,"Jazz, Blues, Soul",,,
Jorge Rossy Quartet and Putter Smith and Jimmy Wormworth,"Jazz, Blues, Soul",,,
Mike Kanan,"Jazz, Blues, Soul",,,
Putter Smith,"Jazz, Blues, Soul",,,
Jimmy Wormworth,"Jazz, Blues, Soul",,,
Mäkkele,"Rock, Indie, Punk, Heavy Metal, Gothic",Finland,,
Marcnmikeys Music Memory,Pop,,,
Barbie Q.,"Hip Hop, R'n'B",,,
Jürg Schneebeli,"Hip Hop, R'n'B",,,
Claim On Majesty,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Same Old Story,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Javlin,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Zabriskie,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Melting Spot,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Reborn,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bernhard Hörler,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Spritzbrass,"Jazz, Blues, Soul",,,
Claudia Stephani & Flying Foxes,"Jazz, Blues, Soul",,,
David Jutzi,"Jazz, Blues, Soul",,,
Stefan Hodel,"Jazz, Blues, Soul",,,
Claudia Stephani,"Jazz, Blues, Soul",,,
DJs Funkopopoulos,"Hip Hop, R'n'B",,,
Banderas,"Hip Hop, R'n'B",,,
Hathors,Electronic,,,
M.C. Hansen,"Rock, Indie, Punk, Heavy Metal, Gothic",Denmark,,
Last Ditch On The Left,"Rock, Indie, Punk, Heavy Metal, Gothic",Canada,,
Michael Grimm,Pop,United States,,
Laith Al-Deen,Pop,,,
Marina Ortega,Pop,,,
Phil Dankner,Pop,,,
Angelo Branduardi,Pop,,,
Cat Power solo,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Two Gentlmen,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Invincible,"Hip Hop, R'n'B",,,
Showcases von JB Funks,"Hip Hop, R'n'B",,,
Container 6,"Hip Hop, R'n'B",,,
Moderation: Bettina Bestgen,"Hip Hop, R'n'B",,,
True,Pop,,,
Die offene Bühne für Singer-Songwriter,Pop,,,
Moderation Vic Hofstetter,Pop,,,
Way It Feels Tour,Pop,,,
Fata Morgana Tour,"Hip Hop, R'n'B",,,
J.M.Rhythm Four & Scott Hamilton,"Jazz, Blues, Soul",,,
Christoph Sprenger,"Jazz, Blues, Soul",,,
Winterstorm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Hilari-Musik,Pop,,,
DJ TenCe,"Ragga, Reggae, African Music, Dancehall",,,
Nestor,"Ragga, Reggae, African Music, Dancehall",,,
Erebos,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jesus 66+,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Basement Roots & DJ Ras Romano,"Hip Hop, R'n'B",,,
Two Piece Champions,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Zar Quartet,"Jazz, Blues, Soul",,,
Marcus Wyatt,"Jazz, Blues, Soul",,,
More Cash,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Michael Vitali Trio feat. Jonas Labhart,"Jazz, Blues, Soul",,,
The Outside Track,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Phantom Band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
One Two Big Band,"Jazz, Blues, Soul",,,
DJ Razzy Ras,"Hip Hop, R'n'B",,,
DJs REEZM,"Hip Hop, R'n'B",,,
Paul Neumann,"Hip Hop, R'n'B",,,
Gary Oldman,"Hip Hop, R'n'B",,,
Antibiotics,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jackrock,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Cut Killer,"Hip Hop, R'n'B",,,
Kids of the stoned Age,"Hip Hop, R'n'B",,,
Ali & LC One u. a.,"Hip Hop, R'n'B",,,
Live: Simba Lion,"Hip Hop, R'n'B",,,
Miss SZE8,"Hip Hop, R'n'B",,,
DJs Scratchy,"Hip Hop, R'n'B",,,
Futue,"Hip Hop, R'n'B",,,
Sound Haunted,"Hip Hop, R'n'B",,,
Flex,"Hip Hop, R'n'B",,,
White Boy,"Hip Hop, R'n'B",,,
Zionni,"Hip Hop, R'n'B",,,
Souljah,"Hip Hop, R'n'B",,,
DJ Wayne Champagne,Electronic,,,
Rams,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Philip Zeman,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pidi Leuenberger,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tapas Mixtas,"Hip Hop, R'n'B",,,
Adrian Balmer,"Hip Hop, R'n'B",,,
Uele Hartmann,"Hip Hop, R'n'B",,,
Dide Heiniger,"Hip Hop, R'n'B",,,
George Hartmann,"Hip Hop, R'n'B",,,
Role Wüthrich,"Hip Hop, R'n'B",,,
Henry Mühlethaler,"Hip Hop, R'n'B",,,
Willy Müller,"Hip Hop, R'n'B",,,
Cachét,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Wrong Rabbit,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Vinicio Capossela & La Banda della Posta,"Jazz, Blues, Soul",,,
DJ Bobby Baguette,"Jazz, Blues, Soul",,,
Marc Perrenoud Trio,"Jazz, Blues, Soul",,,
Hendrix Ackle & Friends,Pop,,,
TRD,Pop,,,
Collateral Brain Damage,Pop,,,
Reinheart,Pop,,,
Nappy Paco,Pop,,,
DJs C. Stone,Pop,,,
Amin,Pop,,,
Lady Sings the Blues,"Jazz, Blues, Soul",,,
Franziska Hauser Band,Pop,,,
Franziska Hauser,Pop,,,
Simon Huwiler,Pop,,,
Andreas Caplazi,Pop,,,
Ron Sumners,Pop,,,
Oliver Gayk,Pop,,,
Lilly Martin,"Jazz, Blues, Soul",,,
Olgas Bagasch,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pretty Mery K,Pop,,,
DJ Reki,"Ragga, Reggae, African Music, Dancehall",,,
Euroradio Jazz Orchestra,"Jazz, Blues, Soul",,,
Hogjaw,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Marcus Wyatt & Band,"Jazz, Blues, Soul",,,
Niklaus Kost,Pop,,,
Nadia Leonti & Biggles,Pop,,,
Sisters Band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Supreme,"Hip Hop, R'n'B",United Kingdom,,
Florian Reichle,"Jazz, Blues, Soul",,,
Simon Kempston,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Das Neue Nichts,"Jazz, Blues, Soul",,,
Chris Jones & The Nights Drivers,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Jacob Whitesides,Pop,,,
Samo Salamon Bassless Trio feat. Paul McCandless & Roberto Dani,"Jazz, Blues, Soul",,,
Samo Salamon,"Jazz, Blues, Soul",,,
Paul McCandless,"Jazz, Blues, Soul",,,
Deva Premal & Miten & Manose,Pop,,,
Andrej Hermlin and his Swing Dance Orchestra Berlin,"Jazz, Blues, Soul",,,
Latinlover,"Hip Hop, R'n'B",,,
Jamal,"Hip Hop, R'n'B",,,
DJs Deekayz,"Hip Hop, R'n'B",,,
Fringe,"Hip Hop, R'n'B",,,
DJs Jazzasapien & Stonehat,"Ragga, Reggae, African Music, Dancehall",,,
Tasterbox,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Paul Sails for Rome,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Purple View,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rocky Wood,Pop,,,
Ken Zuckerman,"Hip Hop, R'n'B",,,
DJs Pun,"Hip Hop, R'n'B",,,
Saisonstart,"Hip Hop, R'n'B",,,
Suchas,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Madison Violet,Pop,,,
MC Big Tex,"Hip Hop, R'n'B",,,
DJs Busy P,"Hip Hop, R'n'B",,,
Skor & Nadeeya,"Hip Hop, R'n'B",,,
Gotz Widmann,Pop,,,
Da Sign & The Opposite,Pop,,,
Areyouveda DJ-Team,Pop,,,
Goodbye Johnnys,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Sir Dancelot,"Hip Hop, R'n'B",,,
Casco,"Hip Hop, R'n'B",,,
DJs Krypt,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Miss B-havin,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
High Tone,"Hip Hop, R'n'B",,,
DJ Phrex,"Hip Hop, R'n'B",,,
Bonaparte,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Greed,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bonton & Deef,Electronic,,,
Artisan & Elaine,Electronic,,,
Sky Captain,Electronic,,,
Scott-Svosve & Funato-Pedretti,"Jazz, Blues, Soul",,,
Richard Scott,"Jazz, Blues, Soul",,,
Hiroshi Funato,"Jazz, Blues, Soul",,,
Jean-Jacques Pedretti,"Jazz, Blues, Soul",,,
Philipp Eden Trio,"Jazz, Blues, Soul",,,
Top Party Band Krokodili,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Radiation City,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Buriers,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Vagabee,Electronic,,,
Rafael Scheiwiller,Electronic,,,
Keston Cobblers,Pop,United Kingdom,,
Brainstorming,"Jazz, Blues, Soul",,,
Matthias Kohler,"Jazz, Blues, Soul",,,
Gina & The Swing Cats,"Jazz, Blues, Soul",,,
Gina Corti,"Jazz, Blues, Soul",,,
Oskar Szutenberg,"Jazz, Blues, Soul",,,
Lukas Reinert,"Jazz, Blues, Soul",,,
Luca Aaron,"Jazz, Blues, Soul",,,
Pau Lligadas,"Jazz, Blues, Soul",,,
Mark Giuliana,"Jazz, Blues, Soul",,,
Jason Rigby,"Jazz, Blues, Soul",,,
Fabian Almazan,"Jazz, Blues, Soul",,,
Chris Morrissey,"Jazz, Blues, Soul",,,
Ouijaboard Club,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
ZS,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
DJ Sam Hillmer,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Everywhere Tour,Pop,,,
Second Function,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Aintuse,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Asep Stone & Friends,"Jazz, Blues, Soul",,,
Live: The Muzik Junkies,"Ragga, Reggae, African Music, Dancehall",United States,,
Juan Cuba,"Ragga, Reggae, African Music, Dancehall",Cuba,,
DJs Manza,"Ragga, Reggae, African Music, Dancehall",,,
Xapa Kente,"Ragga, Reggae, African Music, Dancehall",,,
DJs Big Tex,"Hip Hop, R'n'B",,,
Beck in Black,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
LX,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Soulmaniacs,"Hip Hop, R'n'B",,,
Jan Heinke,"Jazz, Blues, Soul",,,
Altöl,Pop,,,
Plan-B,Pop,,,
DJ Q-No,"Hip Hop, R'n'B",,,
Sven May,"Hip Hop, R'n'B",,,
Lilabungalow,Pop,,,
Corina Schranz,"Jazz, Blues, Soul",,,
Franziska Brücker,"Jazz, Blues, Soul",,,
M. Soul,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Strax Bravura,"Jazz, Blues, Soul",,,
DJs Nobodys Face & Dead Rabbit,"Hip Hop, R'n'B",,,
Pfund500,"Hip Hop, R'n'B",,,
Roc One,"Hip Hop, R'n'B",,,
Veron,"Hip Hop, R'n'B",,,
Peach Kelli Pop,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
The DJ,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Hove,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jimmy Wettach's Swingtett,"Jazz, Blues, Soul",,,
Ruedi von Arx,"Jazz, Blues, Soul",,,
Rolli Schärer,"Jazz, Blues, Soul",,,
DJs Irie Shottaz,"Hip Hop, R'n'B",,,
Cobra Death,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Moros,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Charisma,Pop,,,
DJ Daddy,Pop,,,
Harrington Saints,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Reazione,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Nicolle Rochelle,"Jazz, Blues, Soul",,,
Swiss Yerba Buena Creole Rice Jazz Band,"Jazz, Blues, Soul",Switzerland,,
Ben Sutter,"Jazz, Blues, Soul",,,
Phil Scholl,"Jazz, Blues, Soul",,,
Felix Müller,"Jazz, Blues, Soul",,,
The Crumpets,Pop,,,
DJs Pazkal,Electronic,,,
Gesang & Klanglos,Electronic,,,
Kloë Braun,Electronic,,,
Light & Sky,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Fart Fanfare,Pop,,,
Support: James Gold,Pop,,,
Tobey Lucas,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Amy Zuber,Pop,,,
Yannick Schmid,Pop,,,
Roman Albertini,Pop,,,
Tobias Erni,Pop,,,
Sebastian Burgi,Pop,,,
EP release show,Pop,,,
Scud the Hog,Pop,,,
Vierkanttretlager,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Akku Quintett,"Jazz, Blues, Soul",,,
Thierry Lüthy,"Jazz, Blues, Soul",,,
Markus Ischer,"Jazz, Blues, Soul",,,
Manuel Pasquinelli,"Jazz, Blues, Soul",,,
Salty Dog Blues Bands,"Jazz, Blues, Soul",,,
Olivieri Jazz,"Jazz, Blues, Soul",,,
Jeden 1. Donnerstag im Monat,"Hip Hop, R'n'B",,,
Franziska Hauser and Band,Pop,,,
Batik,"Jazz, Blues, Soul",,,
Ed Verhoeff,"Jazz, Blues, Soul",,,
Wolfert Brederode,"Jazz, Blues, Soul",,,
Clemens van der Feen,"Jazz, Blues, Soul",,,
Joost Lijbaar,"Jazz, Blues, Soul",,,
Tidemore,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Lukas Brügger Jazz Orchestra,"Jazz, Blues, Soul",,,
Hosted by Mark & Alex,Pop,,,
Up The Chain,Pop,,,
Raffaele,"Jazz, Blues, Soul",,,
Modern Blues Tour,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Schnupperkurs ab 19 Uhr,"Ragga, Reggae, African Music, Dancehall",,,
Scott Weiland & The Wildabouts,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
A Cappella Chor Zürich feat. Pudi Lehmann,Pop,,,
DJ Claudia,"Ragga, Reggae, African Music, Dancehall",,,
Chicago Hot Six,"Jazz, Blues, Soul",,,
Hansruedi Jordi,"Jazz, Blues, Soul",,,
Urs Stephani,"Jazz, Blues, Soul",,,
Roland Hirsiger,"Jazz, Blues, Soul",,,
Ernö Mericske,"Jazz, Blues, Soul",,,
Kurt von Allmen,"Jazz, Blues, Soul",,,
Roland Bürki,"Jazz, Blues, Soul",,,
May,"Hip Hop, R'n'B",,,
DJs Cutzilla,"Hip Hop, R'n'B",,,
Gio,"Hip Hop, R'n'B",,,
Inwincibne,"Hip Hop, R'n'B",,,
The Doogies,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Darrow,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
I Cut out Your Name,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Plattentaufe,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Maurice Louca,Electronic,Egypt,,
Dieb 13,Electronic,,,
Mättu Röthlisberger,Pop,,,
The DeSoto Caucus,"Rock, Indie, Punk, Heavy Metal, Gothic",Denmark,,
Death By Chocolate,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Schoedo,Pop,,,
McCoy Mrubata Project,"Jazz, Blues, Soul",,,
McCoy Mrubata,"Jazz, Blues, Soul",,,
Severin Jenny,"Jazz, Blues, Soul",,,
Wolfgang Zumpe,"Jazz, Blues, Soul",,,
Maleen Sutter,"Jazz, Blues, Soul",,,
Lucas Johnson,"Jazz, Blues, Soul",,,
The Waffle Machine Orchestra,"Jazz, Blues, Soul",,,
Martin Buess,Pop,,,
Michael Bürgin,Pop,,,
Ben Bürgin,Pop,,,
Adam Török & Mini-Trio feat. Blanka Kerekes,"Jazz, Blues, Soul",,,
Jeb Rault & Friends,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Orchester der Suworow Militärakademie Moskau,"Jazz, Blues, Soul",Russian Federation,,
Blasorchester der Rekrutenschule 16-2 u. a.,"Jazz, Blues, Soul",,,
DJ Freyza,"Hip Hop, R'n'B",,,
Kaan Düzarat,"Hip Hop, R'n'B",Turkey,,
Desoto Caucus,"Rock, Indie, Punk, Heavy Metal, Gothic",Denmark,,
Albin,"Rock, Indie, Punk, Heavy Metal, Gothic",Sweden,,
DJ Goodbye Shellack,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ LaMarque,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Sissy Fox,Pop,,,
Tante Germaine,Pop,,,
Akin Schertenleib,Pop,,,
Danielle Witschi,Pop,,,
Molllust,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Duo Dorado feat. Marcelo Mercadante,"Jazz, Blues, Soul",,,
Live: Hermann,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Desoto Caucus,"Rock, Indie, Punk, Heavy Metal, Gothic",Denmark,,
Unicorn Jazzband,"Jazz, Blues, Soul",,,
Jamband,"Jazz, Blues, Soul",,,
Emilia Taubic,"Jazz, Blues, Soul",,,
Christian Winiker,"Jazz, Blues, Soul",,,
Faruk Muslijevic ,"Jazz, Blues, Soul",,,
Sascha Frischknecht,"Jazz, Blues, Soul",,,
Sting Operation,"Jazz, Blues, Soul",,,
Coit & Siobhan Miller Band,Pop,,,
Quintero's Descarga & Markus Schmied,"Jazz, Blues, Soul",,,
Yosvany Quintero,"Jazz, Blues, Soul",,,
Benjamin Brodbeck,"Jazz, Blues, Soul",,,
Th. Hoffmann feat. Eva Wey & Floh,Pop,,,
Mei Zhi Yong,"Rock, Indie, Punk, Heavy Metal, Gothic",China,,
Dave Phillips,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Milkshakes,"Hip Hop, R'n'B",,,
Indian Jewelry,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Christof Mahnig & Die Abmahnung,"Jazz, Blues, Soul",,,
Wooden Peak,"Jazz, Blues, Soul",,,
Bettina Klöti,Pop,,,
Marcie Jo Collinson,Pop,,,
Andreas Böhlen Band,"Jazz, Blues, Soul",,,
Sebastian Böhlen,"Jazz, Blues, Soul",,,
Jakob Dreyer,"Jazz, Blues, Soul",,,
Severin Rauch,"Jazz, Blues, Soul",,,
Jam-Session ab 21.30 Uhr,"Jazz, Blues, Soul",,,
Kent,Pop,,,
Marc Haussmann,Pop,,,
Eine Nacht in Berlin Tournee,"Jazz, Blues, Soul",,,
Rebecca Watta & Band,Pop,,,
Beuret-Burger-Rojas-Sassenhausen,"Jazz, Blues, Soul",,,
Denis Beuret,"Jazz, Blues, Soul",,,
Dominik Burger,"Jazz, Blues, Soul",,,
Ekkehard Sassenhausen,"Jazz, Blues, Soul",,,
DJs Guy Gerber,Electronic,,,
Camen & The Peace Groovers,Pop,,,
DJs Pee,"Ragga, Reggae, African Music, Dancehall",,,
Volplane,Pop,,,
Feldermelder & Intricate,Electronic,,,
Help,Electronic,,,
Steve Baughman,"Jazz, Blues, Soul",,,
Carlos Dorado,"Jazz, Blues, Soul",,,
Peter Finger,"Jazz, Blues, Soul",,,
Dylan Fowler,"Jazz, Blues, Soul",,,
Motel 7,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kobra & The Lotus,"Rock, Indie, Punk, Heavy Metal, Gothic",Canada,,
DJs Laurent & Max,Electronic,,,
Luke Gasser,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Timorosso in Tre,Pop,,,
Crashkurs ab 20 Uhr,"Hip Hop, R'n'B",,,
Es brennt was tun,Pop,,,
Mass Centi,"Hip Hop, R'n'B",United Kingdom,,
DJ M-Wizzy,"Ragga, Reggae, African Music, Dancehall",,,
Las Chicharras,"Jazz, Blues, Soul",,,
Chlyklass,"Hip Hop, R'n'B",,,
DJ Bensai,"Hip Hop, R'n'B",,,
French Connection,"Jazz, Blues, Soul",,,
Denis Naegely,"Jazz, Blues, Soul",,,
Christian Steiner,"Jazz, Blues, Soul",,,
Res Erhardt,"Jazz, Blues, Soul",,,
Urs Hausheer,"Jazz, Blues, Soul",,,
Guido Bruggmann voc),"Jazz, Blues, Soul",,,
Duo Koch-Erb,"Jazz, Blues, Soul",,,
Christoph Erb,"Jazz, Blues, Soul",,,
Jave Jame feat. EMS Perlen,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ostqui,"Jazz, Blues, Soul",,,
Sergej Simbirev,"Jazz, Blues, Soul",,,
Markus Beeler,"Jazz, Blues, Soul",,,
Gaudens Bieri,"Jazz, Blues, Soul",,,
Jean-Pierre Maillard,"Jazz, Blues, Soul",,,
Vögeli & Sartorius,"Jazz, Blues, Soul",,,
DJ Röne,"Jazz, Blues, Soul",,,
Polo Hofer & Die Band,Pop,,,
Frederick Hodges,"Jazz, Blues, Soul",United States,,
Daniel Schläppi,"Jazz, Blues, Soul",,,
Biggles,Pop,,,
Coming Home Tour,"Hip Hop, R'n'B",,,
Schweizer Oktett,Pop,Switzerland,,
Milena,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ms. Iles,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jan Steiner,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jimmy Reiter Band,"Jazz, Blues, Soul",,,
DJs Miclo,"Ragga, Reggae, African Music, Dancehall",,,
Vakero,"Ragga, Reggae, African Music, Dancehall",,,
DJs Papi Electric & El Nino,"Hip Hop, R'n'B",,,
DJs Fresh & L-Way,"Hip Hop, R'n'B",,,
Marces,"Hip Hop, R'n'B",,,
DJs Keggy,"Hip Hop, R'n'B",,,
Move,"Hip Hop, R'n'B",,,
Die Lahmen Posaunen,Pop,,,
J-Style,"Hip Hop, R'n'B",,,
Mask,"Hip Hop, R'n'B",,,
DJs Aron Tanie,"Hip Hop, R'n'B",,,
Real,"Hip Hop, R'n'B",,,
Sei B.,"Hip Hop, R'n'B",,,
B.K.-Reel,"Hip Hop, R'n'B",,,
Jay Swiss,"Hip Hop, R'n'B",Switzerland,,
Mad Mike,"Hip Hop, R'n'B",,,
DJ Knox,"Hip Hop, R'n'B",,,
Container,Electronic,,,
COH & Tina Frank,Electronic,,,
Klara Lewis,Electronic,,,
Old Kidz,Pop,,,
Vasco Rossi Deviazioni,Pop,,,
Maurizio Solieri,Pop,,,
Shay Lajoie,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Spittin' Horns,"Jazz, Blues, Soul",,,
Barbara Wehrli Wutzl,"Jazz, Blues, Soul",,,
Zauberduolino Domenico,Pop,,,
Christian Schenker,Pop,,,
Clown Pepe,Pop,,,
DJs Ras Romano & Humble Natty,"Hip Hop, R'n'B",,,
Live: Rou Puckt,"Hip Hop, R'n'B",,,
DJ James Zoo,"Hip Hop, R'n'B",Netherlands,,
Dario & Mooses,"Hip Hop, R'n'B",,,
After-Show-Party: Rollin,"Hip Hop, R'n'B",,,
Suspects Parts,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Emilia Anastazja,"Hip Hop, R'n'B",,,
Levent and Taylor,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Free Musketeers,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
McCoy Mrubata Quintet,"Jazz, Blues, Soul",,,
Bennie,Pop,,,
Seven Things,"Jazz, Blues, Soul",,,
Lo & Leduc,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Funky Soulsa,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Yarak,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Klang Allianz,"Hip Hop, R'n'B",,,
Bruderliebe,"Hip Hop, R'n'B",,,
Frachter,"Jazz, Blues, Soul",,,
Diamond Band,Pop,,,
Nathan le blanche,"Jazz, Blues, Soul",,,
Andreas Schmid,Pop,,,
Erzähler: Vera Bauer,Pop,,,
Klangchronik von Armin Brunner,Pop,,,
Live: Foolish Freylach Klezmerband,"Ragga, Reggae, African Music, Dancehall",,,
Tanzanleitung: Esther Stäheli,"Ragga, Reggae, African Music, Dancehall",,,
Ganja Force Sound,"Hip Hop, R'n'B",,,
White Tiger Live,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Classick,"Hip Hop, R'n'B",,,
Martin O.,Pop,,,
Cosmophon Tour,Pop,,,
Jozef Van Wissem,Electronic,Netherlands,,
Steiner,Electronic,,,
The Juan Maclean,Electronic,United States,,
DJs Round Table Knights,Electronic,,,
Rockin' Carbonara,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Aoide,"Hip Hop, R'n'B",,,
Dispissed,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Marcie Jo,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Richard Kingston Project,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Hannah,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
World's Parkour Family,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Sia Lee,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Blitz The Ambassador,"Hip Hop, R'n'B",,,
Helium Echoes,"Hip Hop, R'n'B",,,
Sola Kamba,"Hip Hop, R'n'B",,,
Yapagnoloch,"Hip Hop, R'n'B",,,
Kya Bamba Dj Set,"Hip Hop, R'n'B",,,
Dögz feat. Freddy Steady,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Shirt Release Party,"Hip Hop, R'n'B",,,
DJs Lee Gamble,Electronic,United Kingdom,,
Verveine Gaspard de la montagne,Electronic,,,
J Kaliim,"Hip Hop, R'n'B",,,
DJs Eleven,"Hip Hop, R'n'B",,,
Deep Seven,"Hip Hop, R'n'B",,,
Rhythmic Ceremonial Ritual,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Shitty Life,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ High-Fi,"Hip Hop, R'n'B",,,
Live: Roby y su mecanica,"Ragga, Reggae, African Music, Dancehall",,,
Men From S.P.E.C.T.R.E.,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Vibravoid,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Trottles Of The Dead,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs SimbaMarara,"Hip Hop, R'n'B",,,
Jah N I Sound,"Hip Hop, R'n'B",,,
Czichowsky-Bucher,"Jazz, Blues, Soul",,,
Shalosh,"Jazz, Blues, Soul",,,
Gadi Stern,"Jazz, Blues, Soul",,,
Daniel Benhorin,"Jazz, Blues, Soul",,,
Sweet November,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Isabelle Loosli,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Franky Fersino,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
René Deck,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ivo Amstutz,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bero Herzig,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Marco di Maggio,Pop,,,
Ray Collins'Hot Club,Pop,,,
Big Sandy,Pop,,,
Nikki Hill,Pop,,,
QLONS,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Whos Next,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Umbe Nalle,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Duo Carouge,Pop,,,
