name,genre,origin,ambigous_result,no_result
Moustache Boys,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dubitude,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Der Nino aus Wien,Pop,,,
Toxic Residents,"Hip Hop, R'n'B",,,
Ella Ronen Trio,Pop,,,
Fischer-Künzi-Pfammatter & Maki-Vincent,"Jazz, Blues, Soul",,,
Emmanuel Künzi,"Jazz, Blues, Soul",,,
Hachiya Maki,"Jazz, Blues, Soul",,,
Hugues Vincent,"Jazz, Blues, Soul",,,
Andreas Knecht,"Jazz, Blues, Soul",,,
Manu Hartmann Band,"Hip Hop, R'n'B",,,
DJs Spruzzi,"Hip Hop, R'n'B",,,
Détroit,Pop,,,
Ili,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Acoustic Friday,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Yeehaaa,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Horst Krush,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Allo' Darlin,Pop,United Kingdom,,
Give,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
J.J Flück & Hausband,"Hip Hop, R'n'B",,,
Tanzkurs Bailar Casino um 20 Uhr,"Ragga, Reggae, African Music, Dancehall",,,
P. Archer,"Jazz, Blues, Soul",,,
Danilo Moccia Quartet,"Jazz, Blues, Soul",,,
Sheldon Sutter,"Jazz, Blues, Soul",,,
Rotachor,Pop,,,
Selina Beyeler,Pop,,,
Leitung: Letizia Schneider,Pop,,,
DJ Def Selecta,"Hip Hop, R'n'B",,,
V404,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Heinrich Müller,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs D-Tale,"Hip Hop, R'n'B",,,
Due,"Jazz, Blues, Soul",,,
Quartett,"Jazz, Blues, Soul",,,
Susann Wehrli,"Jazz, Blues, Soul",,,
Karin Ernst,"Jazz, Blues, Soul",,,
Fabio Pinto,Electronic,,,
Echos of Swing,"Jazz, Blues, Soul",,,
Colin Dawson,"Jazz, Blues, Soul",,,
Christy Doran's New Bag,"Jazz, Blues, Soul",,,
Dahanukar-Plizga-Moll,"Jazz, Blues, Soul",,,
Martin Dahanukar,"Jazz, Blues, Soul",,,
Slawek Plizga,"Jazz, Blues, Soul",,,
DJ Volcano,"Ragga, Reggae, African Music, Dancehall",,,
Enrico Pieranunzi Trio & Veronika Harcsa,"Jazz, Blues, Soul",,,
Veronika Harcsa,"Jazz, Blues, Soul",,,
Luca Bulgarelli,"Jazz, Blues, Soul",,,
Mauro Beggio,"Jazz, Blues, Soul",,,
Apollinaire's Alccol,"Jazz, Blues, Soul",,,
Big Band der Hochschule Luzern,"Jazz, Blues, Soul",,,
Leitung: Vjay Iyer,"Jazz, Blues, Soul",,,
R&B Caravan,"Jazz, Blues, Soul",,,
Tom Müller,"Jazz, Blues, Soul",,,
Dani Gugolz,"Jazz, Blues, Soul",,,
Peter Müller,"Jazz, Blues, Soul",,,
Tommie Harris,"Jazz, Blues, Soul",,,
DJs Braviragazzi Acts,"Hip Hop, R'n'B",,,
DJs Real Rock Sound,"Hip Hop, R'n'B",,,
Macadamya Sound,"Hip Hop, R'n'B",,,
DJs Peyman Amin,"Hip Hop, R'n'B",,,
Tap Tap,"Hip Hop, R'n'B",,,
Combineharvester,Electronic,,,
Nuitunit,Electronic,,,
Hosted by Skibe & Broccoli G,"Hip Hop, R'n'B",,,
DJs Sebb Bash,"Hip Hop, R'n'B",,,
Rome,"Ragga, Reggae, African Music, Dancehall",,,
Bk,"Ragga, Reggae, African Music, Dancehall",,,
DJ Blck M,"Hip Hop, R'n'B",,,
Pe-Be,"Hip Hop, R'n'B",,,
Roman Lussy & The Crumbling Bones,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Live: The Festers,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Anouschka,"Jazz, Blues, Soul",,,
Chantal Nitzlnader,"Jazz, Blues, Soul",,,
Marla Glen,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tim O'Connor & Doc Rossi,Pop,Ireland,,
Scafusia Jazzband,"Jazz, Blues, Soul",,,
Rudy Rotta & Band,"Jazz, Blues, Soul",,,
Dragonforce,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
DJs Stereoluchs,"Hip Hop, R'n'B",,,
Pho,"Hip Hop, R'n'B",,,
John Lemon & Christian,"Hip Hop, R'n'B",,,
DJ Soulsonic,"Hip Hop, R'n'B",,,
DJs Soulplay,"Hip Hop, R'n'B",,,
Rob Roy,"Hip Hop, R'n'B",,,
Yoro Massa,"Hip Hop, R'n'B",Burkina Faso,,
Djam Rekk Sound DJ-Kollektiv,"Hip Hop, R'n'B",,,
J.Kaliim,"Hip Hop, R'n'B",,,
DJ battle winner,"Hip Hop, R'n'B",,,
DJs Anna & Stoffner,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Positive,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dan Reed,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Destiny,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Slobbers,Electronic,,,
On It,Pop,,,
Tino Krapf,Pop,,,
Ueli und die Knechte,Pop,,,
Uele Baumgartner,Pop,,,
Selina Baumgartner,Pop,,,
Rolf Bucher,Pop,,,
Hug-Wassermann & Berther-Graf,"Jazz, Blues, Soul",,,
Charlotte Hug,"Jazz, Blues, Soul",,,
Ute Wassermann,"Jazz, Blues, Soul",,,
Béatrice Graf,"Jazz, Blues, Soul",,,
Bluesaholics,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
No Fight No Glory,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Blumenpflücken mit Gabriela Krapf und Gästen,"Jazz, Blues, Soul",,,
Falcone Jam,Pop,,,
Vincent Niclo,Pop,,,
Bibb-Foster-Kennedy,"Jazz, Blues, Soul",,,
Harrison Kennedy,"Jazz, Blues, Soul",,,
Michael Jerome Brown,"Jazz, Blues, Soul",,,
We Have a Dream Tour,"Jazz, Blues, Soul",,,
Zürcher Kantonalbank Special,"Jazz, Blues, Soul",,,
Famous October & Reto Burrell,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bubi Rufener,"Hip Hop, R'n'B",,,
Tony Carey,Pop,United States,,
Straymonk,"Jazz, Blues, Soul",,,
Andreas Zitz,"Jazz, Blues, Soul",,,
Jonas Ruter,"Jazz, Blues, Soul",,,
Jojo Mayer's Nerve,Electronic,United States,,
DJ Montuno,"Ragga, Reggae, African Music, Dancehall",,,
Pilomotor,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Die Schilcher Alpenparty,Pop,,,
Timo Gross Band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Anna & Stoffner,"Hip Hop, R'n'B",,,
Hosted by Guillermo Sorya,Pop,,,
The Rumours,Pop,,,
Micha Sportelli,Pop,,,
Stiff Little Fingers,"Rock, Indie, Punk, Heavy Metal, Gothic",Ireland,,
Giovanni The DJ,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Elmar Kluth Trio feat. Hans Baumann,"Jazz, Blues, Soul",,,
Whitesnake tribute band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Best Men,"Hip Hop, R'n'B",,,
I-Scracth,"Hip Hop, R'n'B",,,
HSG Big Band,"Jazz, Blues, Soul",,,
Albert Sanz & Gabriel Dalvit,"Jazz, Blues, Soul",,,
Jethro Tull's Ian Anderson,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
John OHara,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Florian Opahle,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ryan ODonnell,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Eva,"Jazz, Blues, Soul",,,
The Legendary Tigerman,"Jazz, Blues, Soul",,,
Obsessive Compulsive,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Strut Tour,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Black Roots Klarinettenquartett,"Jazz, Blues, Soul",,,
DJs Still Phill,"Hip Hop, R'n'B",,,
DJs Kayper,"Hip Hop, R'n'B",,,
Li-O,"Hip Hop, R'n'B",,,
Georg Gatsas,Electronic,,,
DJ Mr. Shittles,Pop,,,
DJ KC,"Hip Hop, R'n'B",,,
DJs Ganjaforce,"Hip Hop, R'n'B",,,
Blood A Run,"Hip Hop, R'n'B",,,
Ratman Sound,"Hip Hop, R'n'B",,,
Rick Noorlander & The Bluegrass String Quartet,Pop,,,
Jan Oliver,Pop,,,
Mark Turner Quartet,"Jazz, Blues, Soul",,,
The Rambling Wheels & The Animen,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Andy Middleton Quartet,"Jazz, Blues, Soul",,,
Andy Middleton,"Jazz, Blues, Soul",,,
Tino Derado,"Jazz, Blues, Soul",,,
Paul Imm,"Jazz, Blues, Soul",,,
Alan Jones,"Jazz, Blues, Soul",,,
Jesse Ritch Groove,"Hip Hop, R'n'B",,,
Anna Aaron,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Skilluminati Soundsystem,"Hip Hop, R'n'B",,,
DJs Inhumate,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Embalming Theatre,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Warfuck,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ratbomb,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rhythm Thang,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Markus Maria Enggist,Pop,,,
Geschichten-Konzert für Menschen ab 5 Jahren,Pop,,,
DJ Oro Negro,"Ragga, Reggae, African Music, Dancehall",,,
Zoumanto,"Hip Hop, R'n'B",,,
Rummelsnuff,Pop,,,
Jazzasapien,"Jazz, Blues, Soul",,,
Stonehat,"Jazz, Blues, Soul",,,
Jim & The Beams,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Tas,Pop,,,
DJs Led Farmers,"Ragga, Reggae, African Music, Dancehall",Ireland,,
Kevin Meisel & The Ragged Glories,Pop,United States,,
Klara Lundén,Pop,,,
Devi Reith & Simon Krauer,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Miguel Da-Mas,"Hip Hop, R'n'B",,,
Bumä,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Herb Miller,"Jazz, Blues, Soul",,,
Lacrimas Profundere,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Defiled,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Wyclefs Refugee All-Star Soundsystem,"Hip Hop, R'n'B",United States,,
Stuart O'Connor,Pop,United Kingdom,,
Thanks,"Jazz, Blues, Soul",United States,,
DJs PM Massive,"Hip Hop, R'n'B",,,
Willi Copta,"Hip Hop, R'n'B",,,
NGD & The Ginantonics,Pop,,,
Jah Cure,"Hip Hop, R'n'B",,,
King Size Sound,"Hip Hop, R'n'B",,,
One Blood Selector,"Hip Hop, R'n'B",,,
DJ Remore,"Ragga, Reggae, African Music, Dancehall",,,
DJs Louh,"Hip Hop, R'n'B",,,
Síd,"Jazz, Blues, Soul",,,
Rea Dubach,"Jazz, Blues, Soul",,,
Jazz am Mittwoch,"Jazz, Blues, Soul",,,
Monty Alexander & Caterina Zapponi,"Jazz, Blues, Soul",,,
Caterina Zapponi,"Jazz, Blues, Soul",,,
Amuras,"Jazz, Blues, Soul",,,
Juan Pablo Navarro,"Jazz, Blues, Soul",,,
Julio Azcano,"Jazz, Blues, Soul",,,
Marcela Arroyo,"Jazz, Blues, Soul",,,
DJ Diamond Skull,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Christof Mahnig und die Abmahnung,"Jazz, Blues, Soul",,,
Stonebride,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kyle LaGrange,Pop,United Kingdom,,
Mojo Blues Band,"Jazz, Blues, Soul",,,
DJs Whiz Kid,"Hip Hop, R'n'B",,,
DJs Lady Louise,"Hip Hop, R'n'B",Sweden,,
Sammy K,"Hip Hop, R'n'B",,,
Tunesquad Sound,"Hip Hop, R'n'B",,,
Flex u. a.,"Hip Hop, R'n'B",,,
Still Phil,"Hip Hop, R'n'B",,,
DJ Marc One,"Hip Hop, R'n'B",,,
Sexy,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jolly & The Flytrap,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Kimska,"Ragga, Reggae, African Music, Dancehall",,,
D'Wittwe Meier,"Ragga, Reggae, African Music, Dancehall",,,
Dörte,"Ragga, Reggae, African Music, Dancehall",,,
D.o.S.,"Ragga, Reggae, African Music, Dancehall",,,
Christoph Walter Orchestra feat. Carlo Brunner,"Jazz, Blues, Soul",,,
Duo Juon,Pop,,,
Ruth Juon,Pop,,,
Evi Juon,Pop,,,
DJs Babyval,"Hip Hop, R'n'B",,,
Nikki,"Hip Hop, R'n'B",,,
DJs Darka,"Hip Hop, R'n'B",,,
DJ Jimmy,"Ragga, Reggae, African Music, Dancehall",,,
DJ Unleashed Ethernalhood,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Ginsberg,"Hip Hop, R'n'B",,,
Vesci tha Smoking Herbalist,"Hip Hop, R'n'B",,,
Márcio Tubino N'Artet,"Jazz, Blues, Soul",,,
Márcio Tubino,"Jazz, Blues, Soul",,,
Joao Luis Nogueira,"Jazz, Blues, Soul",,,
Ciro Trindade,"Jazz, Blues, Soul",,,
Fernando Paiva,"Jazz, Blues, Soul",,,
Jeroen Visser,"Jazz, Blues, Soul",,,
Christian Wolfarth,"Jazz, Blues, Soul",,,
Tony Roe,"Jazz, Blues, Soul",,,
Lucas Dols,"Jazz, Blues, Soul",,,
Bobby Petrov,"Jazz, Blues, Soul",,,
DKSJ All Stars,"Jazz, Blues, Soul",,,
Zacharie Ksyk,"Jazz, Blues, Soul",,,
Niko Seibold,"Jazz, Blues, Soul",,,
Florian,"Jazz, Blues, Soul",,,
Weiss,"Jazz, Blues, Soul",,,
Pascal Rüegger,"Jazz, Blues, Soul",,,
Leitung: Thomas Meier,"Jazz, Blues, Soul",,,
Julia Schwartz & Charla Hofstetter,Pop,,,
Chansonabend über Laschheit und Kriminalität im Rahmen der Frauenfelder Krimitage,Pop,,,
Karoliina Kantelinen,"Jazz, Blues, Soul",,,
Twilight Empire,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Wolkenpark,"Jazz, Blues, Soul",,,
Sickapplez,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Prime,"Hip Hop, R'n'B",,,
Lady Sings the Blues feat. Morgan Crowley,"Jazz, Blues, Soul",,,
Leitung: Ed Partyka,"Jazz, Blues, Soul",,,
Jazz Chor Bern feat. Sandy Patton,"Jazz, Blues, Soul",,,
Hit the Street,"Hip Hop, R'n'B",,,
DJ Interpretationen von Bob-Dylan-Songs,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Artpop Ball Tour,Pop,,,
Dream A Little Dream Tour,"Jazz, Blues, Soul",,,
La Compagnia Rossini,Pop,,,
Kool Click DJs,"Hip Hop, R'n'B",,,
Emilia Taubic Band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Lese- und Konzerttournee,Electronic,,,
Texte: Patric Marino,Electronic,,,
Musik: Oli Kuster,Electronic,,,
Soul Jazz Alliance,"Hip Hop, R'n'B",,,
Jeremy Pelt,"Hip Hop, R'n'B",,,
Vincent Herring,"Hip Hop, R'n'B",,,
Jared Gold,"Hip Hop, R'n'B",,,
Jesse Van Ruller,"Hip Hop, R'n'B",,,
Joris Dudli,"Hip Hop, R'n'B",,,
The Big Chris Barber Jazz and Blues Band,"Jazz, Blues, Soul",United Kingdom,,
Harry's Satchmo Hot Five,"Jazz, Blues, Soul",,,
Sean David,"Hip Hop, R'n'B",,,
Hot Hands,"Ragga, Reggae, African Music, Dancehall",,,
Valeria Eva,"Ragga, Reggae, African Music, Dancehall",,,
Brasil Dancers,"Ragga, Reggae, African Music, Dancehall",,,
DJ Mauro,"Ragga, Reggae, African Music, Dancehall",,,
Gravel Path Perform Dream Theater,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Popcaan,"Hip Hop, R'n'B",,,
Beatvadda,"Hip Hop, R'n'B",,,
SLM,"Hip Hop, R'n'B",,,
Special Guest Jo Bachmann,"Jazz, Blues, Soul",,,
Stella Luna Palino,Pop,,,
Stella Palino,Pop,,,
Charlotte Torres,Pop,,,
Monochrome,Pop,,,
Tension,Pop,,,
Witchrider,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Cupix,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Under My Skin,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Gan Ainm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
El Malo,"Ragga, Reggae, African Music, Dancehall",,,
Papi Electric,"Ragga, Reggae, African Music, Dancehall",,,
Sampa,"Ragga, Reggae, African Music, Dancehall",,,
Irène Schweizer & Jürg Wickihalder Duo,"Jazz, Blues, Soul",Switzerland,,
DJs Vince Lee,"Hip Hop, R'n'B",,,
Sake,"Hip Hop, R'n'B",,,
Mother Razorblade,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pierre Omers Swing Revue,"Jazz, Blues, Soul",,,
Seán Keane & Band,"Rock, Indie, Punk, Heavy Metal, Gothic",Ireland,,
Steph & Jp,Electronic,,,
Labhart-Sartorius-Staub-Orelli,"Jazz, Blues, Soul",,,
Pina Ganzoni & Freunde,Pop,,,
Halls,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Ocnotes,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Dena,"Rock, Indie, Punk, Heavy Metal, Gothic",Bulgaria,,
Elly Kaluzny,Pop,,,
Mick Kaluzny,Pop,,,
Ab 13 Jahren,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Nitai Hershkovits,"Jazz, Blues, Soul",,,
Daniel Dor,"Jazz, Blues, Soul",,,
Ulyssess Ownes,"Jazz, Blues, Soul",,,
Infinite Lives,"Hip Hop, R'n'B",United Kingdom,,
OC Notes,"Hip Hop, R'n'B",United States,,
Ella Ronen,Pop,Israel,,
Taiichi Kamimura & Chris Wiesendanger Quartet,"Jazz, Blues, Soul",,,
Taiichi Kamimura,"Jazz, Blues, Soul",,,
Hiroshi Yoshino,"Jazz, Blues, Soul",,,
Manabu Hashimoto,"Jazz, Blues, Soul",,,
Tom Beck,"Hip Hop, R'n'B",,,
Lucien Dubuis Trio,"Jazz, Blues, Soul",,,
Lucien Dubuis,"Jazz, Blues, Soul",,,
Hannes Prisi,"Jazz, Blues, Soul",,,
Les Pedaleurs de Charme,"Hip Hop, R'n'B",,,
Annie Goodchild & Debrah Scarlett,Pop,,,
Radio Osaka & Trio Brom,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Liveprojekt mit Andi Czech,"Rock, Indie, Punk, Heavy Metal, Gothic",Czech Republic,,
Sweet N' Tender Hooligans,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Doktor Rotman,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Belial & Jesus 66,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rafael Schilt Quartett,"Jazz, Blues, Soul",,,
Roberto Bortiga,"Jazz, Blues, Soul",,,
Emanuele Maniscalco,"Jazz, Blues, Soul",,,
Dan Baird & Homemadesin,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Terrence Blanchard Quintet,"Jazz, Blues, Soul",United States,,
Terence Blachard,"Jazz, Blues, Soul",,,
Brice Winston,"Jazz, Blues, Soul",,,
Joshua Crumbly,"Jazz, Blues, Soul",,,
Kendrik Scott,"Jazz, Blues, Soul",,,
Matt Bianco,Pop,United Kingdom,,
Wisler-Eberhard,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dänu Wisler,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jo Eberhard,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Harlequin's Glance,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bilal Oliver,Pop,,,
Micah Robinson,Pop,,,
Corey Bernhard,Pop,,,
Ed Riches,Pop,,,
Conley Whitfield Jr.,Pop,,,
Steve Mckie,Pop,,,
DJs K.O.S Crew,"Hip Hop, R'n'B",,,
Ryck,"Hip Hop, R'n'B",,,
Steve G,"Hip Hop, R'n'B",,,
Fine Style,"Hip Hop, R'n'B",,,
DJs Tony to the fullest,"Hip Hop, R'n'B",,,
Schramm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Cursedmind,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Spider B,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Veronika's Ndiigo,"Jazz, Blues, Soul",,,
DJs Brinx,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Mint,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Henrik Freischlader,Pop,,,
Eric Sardinas & Big Motor,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Giorio Conte & Gruppo,"Jazz, Blues, Soul",,,
Walter Porro,"Jazz, Blues, Soul",,,
Alberto Malnati,"Jazz, Blues, Soul",,,
Doomenfels,Pop,,,
Rasta Knast,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Defused,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Saustall,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Golden Guitars,Pop,,,
Les Moby Dicks,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Alex Eigenmann,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Marco Thürlemann,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Henry Dobler,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rudi Bindella,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Christoph Schifferli,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Louis Mazetier,"Jazz, Blues, Soul",,,
DJs Goran Potkonjak,"Ragga, Reggae, African Music, Dancehall",,,
Nojakin,"Jazz, Blues, Soul",,,
Corinne Nora Huber,"Jazz, Blues, Soul",,,
Lukas Kohler,"Jazz, Blues, Soul",,,
Lukas Rutzen,"Jazz, Blues, Soul",,,
DJs Rock It,"Hip Hop, R'n'B",,,
Wr,"Hip Hop, R'n'B",,,
DJ J-L Monkey,"Hip Hop, R'n'B",,,
Uhrsprung,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Incredible Vegetables,Pop,,,
Swissmaidvoice,Pop,,,
Sarah Savoy's Hell-Raising Hayride,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Cajun Roosters,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Buddy Flett,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Climax Blues Bank,"Jazz, Blues, Soul",United Kingdom,,
Graham Dee,"Jazz, Blues, Soul",,,
Lester Hunt,"Jazz, Blues, Soul",,,
George Glover,"Jazz, Blues, Soul",,,
Chris Aldridge,"Jazz, Blues, Soul",,,
Neil Simpson,"Jazz, Blues, Soul",,,
Roy Adams,"Jazz, Blues, Soul",,,
Catfish Blues Band,"Jazz, Blues, Soul",,,
Saint Lu,Pop,,,
Cleo Higgins,Pop,United Kingdom,,
Levin & Katharina,Pop,,,
The Wall Live-Orchestra,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pink-Floyd-Tribut,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ceverin Oswald,Pop,,,
Glood Messmer & Max Mundwiler,Pop,,,
Awaken Tales,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tatjana Nikic,"Jazz, Blues, Soul",,,
Farbmusik,"Jazz, Blues, Soul",,,
Wayne's World,"Jazz, Blues, Soul",,,
Uberballs,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Climax Blues Band,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Harleighblu Low,"Hip Hop, R'n'B",,,
Anthony Robinson,"Hip Hop, R'n'B",,,
Benjamin James,"Hip Hop, R'n'B",,,
Pat & the Ricks,"Jazz, Blues, Soul",,,
Steffen Arpagaus,"Jazz, Blues, Soul",,,
Kriz Flew,"Jazz, Blues, Soul",,,
Michael Felder,"Jazz, Blues, Soul",,,
Patrick Oriet,"Jazz, Blues, Soul",,,
Peter Leuz,"Jazz, Blues, Soul",,,
No consequence,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Carcer City,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Off,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Clemens Bittlinger,Pop,,,
David Plüss,Pop,,,
Emiliana Torrini,Pop,Iceland,,
Sylvie Courvoisier Mark Feldman 4tet,"Jazz, Blues, Soul",,,
Billy Mintz,"Jazz, Blues, Soul",,,
George Robert All Stars Quartet,"Jazz, Blues, Soul",,,
George Robert,"Jazz, Blues, Soul",,,
Peter Washington,"Jazz, Blues, Soul",,,
Jeff Hamilton,"Jazz, Blues, Soul",,,
DJs Hand Solo,"Hip Hop, R'n'B",,,
DJ Lip,"Hip Hop, R'n'B",,,
Franco Fashion,Pop,,,
The Rambling Wheels,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Experimental Tropic Blues Band,"Jazz, Blues, Soul",,,
DJ Play,"Ragga, Reggae, African Music, Dancehall",,,
Cow Crash,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Cesar Correa Latin Jazz Quartett,"Jazz, Blues, Soul",,,
Dellatorre,"Hip Hop, R'n'B",,,
Rene Riebli,"Hip Hop, R'n'B",,,
Reto Dellatorre,"Hip Hop, R'n'B",,,
Christoph Siegenthaler,"Hip Hop, R'n'B",,,
Pascal Kaeser,"Hip Hop, R'n'B",,,
Phillip,"Hip Hop, R'n'B",,,
Schmid,"Hip Hop, R'n'B",,,
Caruso Chillout Orchestra,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
D-Flame,"Hip Hop, R'n'B",,,
DJ Haitian Star,"Hip Hop, R'n'B",Haiti,,
Andy Pupato,"Jazz, Blues, Soul",,,
Magnetfisch,Pop,,,
Andrew Jackson Jihad,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Caves,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Tomás Reyes,"Ragga, Reggae, African Music, Dancehall",,,
DJ Benny B,"Hip Hop, R'n'B",,,
MC Samurai,"Hip Hop, R'n'B",,,
Skoob,"Hip Hop, R'n'B",,,
DJs Mo-B,"Hip Hop, R'n'B",,,
Prems,"Hip Hop, R'n'B",,,
DJs Irie Posse,"Hip Hop, R'n'B",,,
Endstation,"Hip Hop, R'n'B",,,
Mundwerk-Crew,"Hip Hop, R'n'B",,,
Maik Dance,"Hip Hop, R'n'B",,,
Vollkorn,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Total Heels,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Guigan-Zaes,"Jazz, Blues, Soul",,,
Dida Guigan,"Jazz, Blues, Soul",,,
Marcel Zaes,"Jazz, Blues, Soul",,,
Thousand Mods,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Miles Griffith & Tony Pancella Trio,"Jazz, Blues, Soul",,,
Miles Griffith,"Jazz, Blues, Soul",,,
Tony Pancella,"Jazz, Blues, Soul",,,
Aldo Vigorito,"Jazz, Blues, Soul",,,
Pietro Iodice,"Jazz, Blues, Soul",,,
The Creole Clarinets,"Jazz, Blues, Soul",,,
Thomas l'Etienne,"Jazz, Blues, Soul",,,
Uli Wunner,"Jazz, Blues, Soul",,,
Mike Goetz,"Jazz, Blues, Soul",,,
