name,origin,genre
Swissmaidvoice,NaN,Pop
Sarah Savoy's Hell-Raising Hayride,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Cajun Roosters,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Buddy Flett,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Climax Blues Bank,United Kingdom,"Jazz, Blues, Soul"
Graham Dee,NaN,"Jazz, Blues, Soul"
Lester Hunt, U.S.,"Jazz, Blues, Soul"
George Glover,NaN,"Jazz, Blues, Soul"
Chris Aldridge,NaN,"Jazz, Blues, Soul"
Neil Simpson,NaN,"Jazz, Blues, Soul"
Roy Adams,NaN,"Jazz, Blues, Soul"
Catfish Blues Band,NaN,"Jazz, Blues, Soul"
Saint Lu,Austria,Pop
Cleo Higgins,United Kingdom,Pop
Levin & Katharina,NaN,Pop
The Wall Live-Orchestra,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Pink-Floyd-Tribut,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Ceverin Oswald,NaN,Pop
Glood Messmer & Max Mundwiler,NaN,Pop
Awaken Tales,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tatjana Nikic,NaN,"Jazz, Blues, Soul"
Farbmusik,NaN,"Jazz, Blues, Soul"
Wayne's World,NaN,"Jazz, Blues, Soul"
Uberballs,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Climax Blues Band,England,"Rock, Indie, Punk, Heavy Metal, Gothic"
Harleighblu Low,NaN,"Hip Hop, R'n'B"
Anthony Robinson,NaN,"Hip Hop, R'n'B"
Benjamin James,NaN,"Hip Hop, R'n'B"
Pat & the Ricks,NaN,"Jazz, Blues, Soul"
Steffen Arpagaus,NaN,"Jazz, Blues, Soul"
Kriz Flew,NaN,"Jazz, Blues, Soul"
Michael Felder,NaN,"Jazz, Blues, Soul"
Patrick Oriet,NaN,"Jazz, Blues, Soul"
Peter Leuz,NaN,"Jazz, Blues, Soul"
No consequence,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
Carcer City,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
Off,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Clemens Bittlinger,NaN,Pop
David Plüss,NaN,Pop
Emiliana Torrini,Iceland,Pop
Sylvie Courvoisier Mark Feldman 4tet,NaN,"Jazz, Blues, Soul"
Billy Mintz,NaN,"Jazz, Blues, Soul"
George Robert All Stars Quartet,NaN,"Jazz, Blues, Soul"
George Robert,NaN,"Jazz, Blues, Soul"
Peter Washington, U.S.,"Jazz, Blues, Soul"
Jeff Hamilton,NaN,"Jazz, Blues, Soul"
DJs Hand Solo,NaN,"Hip Hop, R'n'B"
DJ Lip,NaN,"Hip Hop, R'n'B"
Franco Fashion,NaN,Pop
The Rambling Wheels,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Experimental Tropic Blues Band,NaN,"Jazz, Blues, Soul"
DJ Play,NaN,"Ragga, Reggae, African Music, Dancehall"
Cow Crash,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Cesar Correa Latin Jazz Quartett,NaN,"Jazz, Blues, Soul"
Dellatorre,NaN,"Hip Hop, R'n'B"
Rene Riebli,NaN,"Hip Hop, R'n'B"
Reto Dellatorre,NaN,"Hip Hop, R'n'B"
Christoph Siegenthaler,NaN,"Hip Hop, R'n'B"
Pascal Kaeser,NaN,"Hip Hop, R'n'B"
Phillip,NaN,"Hip Hop, R'n'B"
Schmid,NaN,"Hip Hop, R'n'B"
Caruso Chillout Orchestra,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
D-Flame,NaN,"Hip Hop, R'n'B"
DJ Haitian Star,Haiti,"Hip Hop, R'n'B"
Andy Pupato,NaN,"Jazz, Blues, Soul"
Magnetfisch,NaN,Pop
Andrew Jackson Jihad,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Caves,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Tomás Reyes,NaN,"Ragga, Reggae, African Music, Dancehall"
DJ Benny B,NaN,"Hip Hop, R'n'B"
MC Samurai,NaN,"Hip Hop, R'n'B"
Skoob,NaN,"Hip Hop, R'n'B"
DJs Mo-B,NaN,"Hip Hop, R'n'B"
Prems,NaN,"Hip Hop, R'n'B"
DJs Irie Posse,NaN,"Hip Hop, R'n'B"
Endstation,NaN,"Hip Hop, R'n'B"
Mundwerk-Crew,NaN,"Hip Hop, R'n'B"
Maik Dance,NaN,"Hip Hop, R'n'B"
Vollkorn,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Total Heels,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Guigan-Zaes,NaN,"Jazz, Blues, Soul"
Dida Guigan,NaN,"Jazz, Blues, Soul"
Marcel Zaes,NaN,"Jazz, Blues, Soul"
Thousand Mods,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Miles Griffith & Tony Pancella Trio,NaN,"Jazz, Blues, Soul"
Miles Griffith,NaN,"Jazz, Blues, Soul"
Tony Pancella,NaN,"Jazz, Blues, Soul"
Aldo Vigorito,NaN,"Jazz, Blues, Soul"
Pietro Iodice,NaN,"Jazz, Blues, Soul"
The Creole Clarinets,NaN,"Jazz, Blues, Soul"
Thomas l'Etienne,NaN,"Jazz, Blues, Soul"
Uli Wunner,NaN,"Jazz, Blues, Soul"
Mike Goetz,NaN,"Jazz, Blues, Soul"
Karel Algoed,NaN,"Jazz, Blues, Soul"
Norman Emberson,NaN,"Jazz, Blues, Soul"
Arsis,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Skinned,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Schammsch,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Judith Wernli,NaN,Pop
James Reindeer,United Kingdom,"Hip Hop, R'n'B"
Asbest the moor king,United Kingdom,"Hip Hop, R'n'B"
DJs 2econd Class Citizen,United Kingdom,"Hip Hop, R'n'B"
Fuessgaenger 9,NaN,"Hip Hop, R'n'B"
Tekamolo,Japan,"Hip Hop, R'n'B"
Francesca Benetti,NaN,"Jazz, Blues, Soul"
Georg Glasl,NaN,"Jazz, Blues, Soul"
Katryn Hasler,NaN,"Jazz, Blues, Soul"
Barblina Meierhans,NaN,"Jazz, Blues, Soul"
Sabrina Merz,NaN,"Jazz, Blues, Soul"
Varicose,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Luka Bloom, Ireland,Pop
Annika Franke & Freejazz-Orchestra,NaN,"Jazz, Blues, Soul"
Immer in Bewegung Tour 2014,NaN,Pop
Zoë,NaN,"Jazz, Blues, Soul"
Celo & Abdi,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Flying Colors,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Martin Schütz,NaN,"Jazz, Blues, Soul"
DJs The Blaze,NaN,"Hip Hop, R'n'B"
Rick Boogaloo,NaN,"Hip Hop, R'n'B"
Pre-Q,NaN,"Hip Hop, R'n'B"
Vicorias Secret Special,NaN,"Hip Hop, R'n'B"
Klangunwelt DJ-Team,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Fonseca,NaN,"Ragga, Reggae, African Music, Dancehall"
Nandes,NaN,"Ragga, Reggae, African Music, Dancehall"
Xavix,NaN,"Ragga, Reggae, African Music, Dancehall"
DJ M-Smok,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Djacobb & S-Rock,NaN,"Hip Hop, R'n'B"
DJ Pantichrist & Trottles Of Dead,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Los Rompe Discotecas,NaN,"Ragga, Reggae, African Music, Dancehall"
Osaka Tiger Frosties,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marvin,NaN,Pop
Dubioza Kolektiv,NaN,"Hip Hop, R'n'B"
DJs Mistah Direct,NaN,"Hip Hop, R'n'B"
Shitbox,NaN,"Jazz, Blues, Soul"
Fabian Jung,NaN,"Jazz, Blues, Soul"
Nathan Bontrager,NaN,"Jazz, Blues, Soul"
DJs Nik,NaN,"Jazz, Blues, Soul"
Shift & Tab,NaN,"Jazz, Blues, Soul"
Toni and the Testicles,NaN,"Jazz, Blues, Soul"
DJ Stompin Grizzly,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mäck & The Sunliners,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lord of the Lost,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Noise Brothers,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Katch,NaN,"Hip Hop, R'n'B"
DJs Mingo,NaN,"Ragga, Reggae, African Music, Dancehall"
Danzi,NaN,"Ragga, Reggae, African Music, Dancehall"
Fuchigami to Funato,Japan,Pop
DJs Borgne,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Gods Punishment,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mission Control,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Chicks on Speed,NaN,Pop
Fratelli B,NaN,"Hip Hop, R'n'B"
Michmaa,NaN,"Hip Hop, R'n'B"
DJs Le Chuck,NaN,"Hip Hop, R'n'B"
The Fretless,Canada,"Rock, Indie, Punk, Heavy Metal, Gothic"
Gustaf Ljunggren,NaN,Pop
Xavier Desandre Navarre, France,Pop
Infected Rain,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Pressure Recall,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Fidelis Bigband,NaN,"Jazz, Blues, Soul"
Mano Fico Allstars,NaN,"Hip Hop, R'n'B"
Honeyblood,United Kingdom,Pop
Brian Smith,United States,Pop
The Real Maynuts,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dominique Fricot,Canada,"Rock, Indie, Punk, Heavy Metal, Gothic"
Harzenmoser-Gygli-Burkhard-Merz,NaN,"Jazz, Blues, Soul"
Miriam Harzenmoser,NaN,"Jazz, Blues, Soul"
Ueli Gygli,NaN,"Jazz, Blues, Soul"
Gallus,NaN,"Jazz, Blues, Soul"
Burkhard,NaN,"Jazz, Blues, Soul"
Cecile Verny Quartet,NaN,"Jazz, Blues, Soul"
Cecile Verny,NaN,"Jazz, Blues, Soul"
Andreas Erchinger,NaN,"Jazz, Blues, Soul"
Bernd Heitzler,NaN,"Jazz, Blues, Soul"
Lars Binder,NaN,"Jazz, Blues, Soul"
DJ Jauss,NaN,Pop
Escape The Fate,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Gustav,NaN,Pop
Zehnder-Brennan-Shilkloper & Klanglabor,NaN,"Jazz, Blues, Soul"
Scratches,NaN,Pop
Sarah-Maria Bürgin,NaN,Pop
Sandro Corbat,NaN,Pop
Awooga,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Melanoia,NaN,"Jazz, Blues, Soul"
Hayden Chisholm,NaN,"Jazz, Blues, Soul"
Ronnie Graupe,NaN,"Jazz, Blues, Soul"
Achim Kaufmann,NaN,"Jazz, Blues, Soul"
Dejan Terzic,NaN,"Jazz, Blues, Soul"
The Crags,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Scherrer-Evans-Kurmann-Rossy,NaN,"Jazz, Blues, Soul"
William Evans,NaN,"Jazz, Blues, Soul"
DJs Pascal Eugster,NaN,"Jazz, Blues, Soul"
Nicolas Gurtner,NaN,"Jazz, Blues, Soul"
Lucien Matthey,NaN,"Jazz, Blues, Soul"
Jose Louis,NaN,"Ragga, Reggae, African Music, Dancehall"
Leitung: Fred Frith und Alfred Zimmerlin,NaN,"Jazz, Blues, Soul"
MASP-Klasse,NaN,"Jazz, Blues, Soul"
Hochschule für Musik,NaN,"Jazz, Blues, Soul"
Eduardo Machado Quintet,NaN,"Jazz, Blues, Soul"
Eduardo Machado,Cuba,"Jazz, Blues, Soul"
Beto Sápio,NaN,"Jazz, Blues, Soul"
Gil Reis,NaN,"Jazz, Blues, Soul"
Vinícius Melo,NaN,"Jazz, Blues, Soul"
Alexandre Cunha,NaN,"Jazz, Blues, Soul"
The greates songs of Broadway,NaN,Pop
Andrew McCormack,NaN,Pop
Quentin Collins,NaN,Pop
Graeme Blevins,NaN,Pop
Jaguar,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Vortex,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Salem,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hubi Urknall,NaN,Pop
Tischbombe,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Holy Groove DJs,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Youth Avoiders,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Catholic Guilt,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Addenda,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Party ab 23.30 Uhr,NaN,"Hip Hop, R'n'B"
K-Dog,NaN,"Hip Hop, R'n'B"
Freeza,NaN,"Hip Hop, R'n'B"
Zenko,NaN,"Hip Hop, R'n'B"
Funk edition,NaN,"Hip Hop, R'n'B"
Isabel,Hebrew via Greek and Latin.,Pop
Claudio Rugo,NaN,Pop
Alana Amram & The Rough Gems,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Satelliters,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Three Fall,NaN,"Jazz, Blues, Soul"
Lutz Streun,NaN,"Jazz, Blues, Soul"
Til Schneider,NaN,"Jazz, Blues, Soul"
Sebastian Winne,NaN,"Jazz, Blues, Soul"
DJs Warrior Sound,NaN,"Hip Hop, R'n'B"
Tek 9,NaN,"Hip Hop, R'n'B"
Ma Gash Intldj,NaN,"Hip Hop, R'n'B"
DJ Ronello,NaN,Pop
Hans Friedensbruch,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Äl Jawala,NaN,"Jazz, Blues, Soul"
Steffi Schimmer,NaN,"Jazz, Blues, Soul"
Krischan Lukanow,NaN,"Jazz, Blues, Soul"
Daniel Verdier,NaN,"Jazz, Blues, Soul"
Markus Schumacher,NaN,"Jazz, Blues, Soul"
Daniel Pellegrini,NaN,"Jazz, Blues, Soul"
Thee Silver Mt. Zion Memorial Orchestra,Canada,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hosted by Immortal Movement,NaN,Pop
The Slingshots,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Juantxo Skalari & La Rude Band,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rude Tins,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Zauberbart,NaN,"Hip Hop, R'n'B"
Øjne,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tiger Magic,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tante Timbuktu,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Schlosshof Musikkollektiv,NaN,"Jazz, Blues, Soul"
Angel Ontalva,NaN,"Jazz, Blues, Soul"
Vasco Trilla,NaN,"Jazz, Blues, Soul"
Carles Peris,NaN,"Jazz, Blues, Soul"
Dr Glood,NaN,Pop
Fredrik Ljungkvist,Sweden,"Jazz, Blues, Soul"
Magnus Broo,Sweden,"Jazz, Blues, Soul"
Håvard Wilk,NaN,"Jazz, Blues, Soul"
Ingebrigt Håker Flaten,Norway,"Jazz, Blues, Soul"
Hans Hulbækmo,Norway,"Jazz, Blues, Soul"
The Samuel Jackson Five,Norway,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marcela Arroyo & Julio Azcano,NaN,"Jazz, Blues, Soul"
Gössi-Hofmann-Kofmehl-Blaser-Burkhardt,NaN,Pop
Matthias Gössi,NaN,Pop
Jan Hofmann,NaN,Pop
Rahel Kofmehl,NaN,Pop
Florian Blaser,NaN,Pop
Martin Burkhardt,NaN,Pop
Arrangements: Thomas Lüthi,NaN,Pop
Christophe Cravero,NaN,"Jazz, Blues, Soul"
Jean-Marie Ecay,NaN,"Jazz, Blues, Soul"
Camelia Ben Naceur,NaN,"Jazz, Blues, Soul"
Michael Mondesir,NaN,"Jazz, Blues, Soul"
Eddie Martin,United Kingdom,"Jazz, Blues, Soul"
Hitsköpfe,NaN,Pop
Juan Carlos Zeta,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rocco Wäger,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Djey-K,NaN,"Hip Hop, R'n'B"
Darkness Falls,Denmark,Electronic
Eaux,United Kingdom,Electronic
Klaus König Trio,NaN,"Jazz, Blues, Soul"
Johnny Cash Tribute,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Saxofour,NaN,"Jazz, Blues, Soul"
Journey to Sunset,NaN,Pop
DJs Editanstalt,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Phonographic Transmissions from the Wardenclyffe Plant,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Daniel Roos,NaN,"Hip Hop, R'n'B"
DJs Rezitation: Helmut Vogel,NaN,"Jazz, Blues, Soul"
Linard Bardill & D'Tubeschlag Bänd,NaN,Pop
Sean Lopez,Colombia,"Hip Hop, R'n'B"
El Caobo,Dominican Republic,"Hip Hop, R'n'B"
Lil Cris,Dominican Republic,"Hip Hop, R'n'B"
T Rex,NaN,"Hip Hop, R'n'B"
Oakcee,NaN,"Hip Hop, R'n'B"
Chinedu,NaN,"Hip Hop, R'n'B"
Ogbaru,NaN,"Hip Hop, R'n'B"
Suma Covjek Orkestar,NaN,"Jazz, Blues, Soul"
Monkey 3,NaN,Pop
DJs Kill Babylon,NaN,"Hip Hop, R'n'B"
Moya,NaN,"Hip Hop, R'n'B"
Angle Baye Fall,NaN,"Hip Hop, R'n'B"
DJ Crazy D,NaN,"Hip Hop, R'n'B"
Operation Hope,NaN,"Hip Hop, R'n'B"
Steezo,NaN,"Hip Hop, R'n'B"
Bab's Cool,NaN,"Hip Hop, R'n'B"
Coachmc,NaN,"Hip Hop, R'n'B"
Vitudurum United,NaN,"Hip Hop, R'n'B"
Shenzo,NaN,"Hip Hop, R'n'B"
Stewart-Marshall Quintet,NaN,"Jazz, Blues, Soul"
Grant Stewart, Canada,"Jazz, Blues, Soul"
John Marshall,British America,"Jazz, Blues, Soul"
Leo Lindberg,NaN,"Jazz, Blues, Soul"
Kenji Rabson,NaN,"Jazz, Blues, Soul"
Phil Stewart,NaN,"Jazz, Blues, Soul"
Trecker,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Piero Esteriore,NaN,Pop
Betty & The Surf-Maniacs,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Luis,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
András,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Soulful Desert,NaN,"Jazz, Blues, Soul"
Pestpocken,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Uprising Punx,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Waste of Ammo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Morgoth,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Ben Bailey,NaN,"Hip Hop, R'n'B"
Blandine Robin,NaN,Pop
DJ Spotify,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Junia Bardo,NaN,"Hip Hop, R'n'B"
DJs Djok,NaN,"Hip Hop, R'n'B"
Irie Shottaz,NaN,"Hip Hop, R'n'B"
DJs That Fucking Sara,NaN,"Hip Hop, R'n'B"
DJs Nh3,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rimozione Koatta,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
King Kong,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Support: Lymbyc Systym,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Pallbearer,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tang,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Breabach,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Maeve McKinnon Band,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Bluez Ballz feat. Roger T.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Polly's Garden,NaN,Pop
Bob Kaper,NaN,"Jazz, Blues, Soul"
Keesjan Hoogeboom,NaN,"Jazz, Blues, Soul"
Maurits Woudenberg,NaN,"Jazz, Blues, Soul"
Robi Weber Quartet feat. John Service,NaN,"Jazz, Blues, Soul"
Beyond the Fields,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rita Share,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Jörg Frei,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Supertuff Sound,NaN,"Hip Hop, R'n'B"
DJs Inderrock,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Radio Osaka,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Liveprojekt mit Clara Buntin & Eva Enderlin,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Dr. Casino,NaN,"Ragga, Reggae, African Music, Dancehall"
The Sheiks,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Doc Julius,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Pane per tutti feat. Gianluigi Trovesi,NaN,"Jazz, Blues, Soul"
Positive Mind,Czechia,"Rock, Indie, Punk, Heavy Metal, Gothic"
Piano Live Music,NaN,"Jazz, Blues, Soul"
Marcos Davi Quartett,NaN,"Jazz, Blues, Soul"
Marcos Davi,NaN,"Jazz, Blues, Soul"
Dieter Buchwalder,NaN,"Jazz, Blues, Soul"
Florian Abt,NaN,"Jazz, Blues, Soul"
Flying Letters,NaN,"Jazz, Blues, Soul"
Andreas Schnellmann,NaN,"Jazz, Blues, Soul"
I was a Priest,NaN,Pop
Michel Spahr,NaN,"Hip Hop, R'n'B"
Ghost Town Trio feat. Marianne Racine,NaN,"Jazz, Blues, Soul"
Floriano Inacio Junior,NaN,"Jazz, Blues, Soul"
Floriano Inacio Junior( p,NaN,"Jazz, Blues, Soul"
Rodrigo Botter Maio s(ax),NaN,"Jazz, Blues, Soul"
José, Hebrew: יוֹסֵף,"Ragga, Reggae, African Music, Dancehall"
Luis,Famous warrior,"Ragga, Reggae, African Music, Dancehall"
Gernet-Künzli-Hoesl,NaN,"Jazz, Blues, Soul"
Florian Hoesl,NaN,"Jazz, Blues, Soul"
Christoph Walter Orchestra,NaN,"Jazz, Blues, Soul"
Sir Joe,NaN,"Jazz, Blues, Soul"
Syléna Vincent,NaN,"Jazz, Blues, Soul"
DJ Flow,NaN,"Ragga, Reggae, African Music, Dancehall"
Hells Kitchen,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lutz-Feigenwinter,NaN,"Jazz, Blues, Soul"
Rudolf Lutz,NaN,"Jazz, Blues, Soul"
Paolo Pandolfo,NaN,Pop
Rudolf Lutz & Hans Feigenwinter,NaN,Pop
Nives Onori,NaN,Pop
Bänz Oester & Co. u. a.,NaN,Pop
DJs Lars Allertz,Sweden,"Hip Hop, R'n'B"
Spino & Ecko,NaN,"Hip Hop, R'n'B"
GUZ,NaN,Pop
DJs Fewa,NaN,"Hip Hop, R'n'B"
Illmatic,NaN,"Hip Hop, R'n'B"
The Best Men,NaN,"Hip Hop, R'n'B"
Destilacija,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Andreas Aeberhard,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dominik Baumgartner,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Balthasar Streit,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Maro Widmer,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Daniel Durrer,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Philip Peppe Jenzer,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tango Crash,NaN,"Jazz, Blues, Soul"
Martin Klingeberg,NaN,"Jazz, Blues, Soul"
Christian Gerber,NaN,"Jazz, Blues, Soul"
Martin Iannaccone,NaN,"Jazz, Blues, Soul"
Daniel Almada,NaN,"Jazz, Blues, Soul"
DJ Esteban,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Pfund500,NaN,"Hip Hop, R'n'B"
Kosi,NaN,"Hip Hop, R'n'B"
DJs Biomassa Sound,NaN,"Hip Hop, R'n'B"
DJ Lui,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Sarignia Bonfà,NaN,Pop
Martin Akeret,NaN,Pop
Dionys Jäger,NaN,Pop
Deepartsound DJ Team,NaN,Pop
Clepsydra,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Appearance of Nothing,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Tina and the Fat Cat,NaN,Pop
Tina Martin,NaN,Pop
Jérôme von Allmen,NaN,Pop
Otto van Gogh,NaN,Pop
Hosted by Salsalegria,NaN,"Ragga, Reggae, African Music, Dancehall"
Blasorchester der Rekrutenschule,NaN,"Jazz, Blues, Soul"
BML Talents Luzern,NaN,"Jazz, Blues, Soul"
A Tree In A Field Records und Interkantonaler Männerchor,NaN,Pop
Belcea Quartet,NaN,Pop
Hornroh  u. a.,NaN,Pop
DJs Shiftee,NaN,"Hip Hop, R'n'B"
Maaleek,NaN,"Hip Hop, R'n'B"
Giam,NaN,"Hip Hop, R'n'B"
DJs Barbir,NaN,Electronic
B-Real & Demrick,United States,"Hip Hop, R'n'B"
Serial Killers Tour,NaN,"Hip Hop, R'n'B"
Mia Kiney Feat. the Ernestos,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lars Oester & Adrian Grimm,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Isa Wallin,NaN,Pop
Gino Todesco,NaN,Pop
Giorgio Barbera,NaN,Pop
Zephyr Combo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Musique en Route,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marcela Arroyo & Julio Azcano feat. Daniel Pezzotti,NaN,"Jazz, Blues, Soul"
Os Desafinados,NaN,"Hip Hop, R'n'B"
Yoanna, U.S.,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Movement,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
ABC,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Las Chalas,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Yves Reichmuth Quartett,NaN,"Jazz, Blues, Soul"
Yves Reichmuth,NaN,"Jazz, Blues, Soul"
Esther Bächlein,NaN,"Jazz, Blues, Soul"
Hans Hassler & Saadet Türköz,NaN,Pop
Pussybats,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Cursed Mind,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marco Faseth,NaN,Pop
Annika Hemmig,NaN,Pop
Veni Vidi Libero & Friends,NaN,"Jazz, Blues, Soul"
Bardo Pond,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Def's Tonsystem,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Chamito, Bolivarian Republic of,Pop
Dan Sartain,United States,Pop
DJ Le Mueck,NaN,Pop
DJs Mayocan,NaN,"Ragga, Reggae, African Music, Dancehall"
Aurelio,NaN,"Ragga, Reggae, African Music, Dancehall"
Matthias Brägger,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Bossart,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Quartett Pieds Nus,NaN,Pop
Ezra Furman & The Boyfriends,United States,Pop
Steve Savage & Band,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
