Artist,Date,Genre,Venue,City
"Madball (USA), Last Hope (B), Insanity",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm, Oberentfelden
"On It, Tino Krapf",2014-11-21,Pop,Mambo Café, Zürich
"Ueli und die Knechte, Uele Baumgartner (key), Selina Baumgartner (voc), Rolf Bucher (voc, sax) u. a.",2014-11-21,Pop,Baronessa, Lenzburg
"The Pearlbreakers (CD-Taufe), Lacson",2014-11-21,Pop,Altes Kino, Mels
"Hug-Wassermann & Berther-Graf, Charlotte Hug (vl), Ute Wassermann (voc), Martina Berther (b), Béatrice Graf (dr)",2014-11-21,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
Bluesaholics,2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Theater am Bahnhof TaB,
"Grosser Earth Chor, Sinfonieorchester Animato, Irene Myrtle Forrester (GB), Leitung: Markus Geissbühler",2014-11-21,Classic,Berner Münster, Bern
"Empty Fridge, No Fight No Glory, Slowdrive",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel, Luzern
Blumenpflücken mit Gabriela Krapf und Gästen,2014-11-21,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Polar,2014-11-21,Pop,Kulturhotel Guggenheim, Liestal
DJ Yeehaaa,2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",GoWildWest-Ranch, Wolfwil
"DJs Captain Teis, Pat",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
"DJs Vatsgoed, Fez Momo",2014-11-21,"Hip Hop, R'n'B",Longstreet Bar, Zürich
"DJs Soulchild, Tich D-Fine",2014-11-20,"Hip Hop, R'n'B",Latin-Club D'Rumba, Basel
"Falcone Jam, Silvan Petite (dr), Leon Duncan (b), Dani Zihlmann (key), Philipp Häfliger (g, voc), Mike Ryrie (sax)",2014-11-20,Pop,Restaurant Falcone, Zürich
Vincent Niclo (F),2014-11-20,Pop,Théâtre du Léman,
"Bibb-Foster-Kennedy, Eric Bibb (g, voc), Ruthie Foster (g, voc), Harrison Kennedy (g, voc), Michael Jerome Brown (g, voc), We Have a Dream Tour, Zürcher Kantonalbank Special",2014-11-20,"Jazz, Blues, Soul",Moods, Zürich
Gregory Porter (USA),2014-11-20,"Jazz, Blues, Soul",Victoria Hall,
Famous October & Reto Burrell,2014-11-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Altes Spital, Solothurn
"Steff La Cheffe, Anna Rossinelli, Greis, Manillio, Bubi Rufener, Hendrix Ackle u. a.",2014-11-20,"Hip Hop, R'n'B",Kammgarn, Schaffhausen
Tony Carey (USA),2014-11-20,Pop,Obere Mühle, Dübendorf
Machine Head (USA),2014-11-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Les Docks, Lausanne
"Straymonk, Nat Su (as), Gabriel Dalvit (as), Andreas Zitz (b), Jonas Ruter (dr)",2014-11-20,"Jazz, Blues, Soul",Lebewohlfabrik, Zürich
Jojo Mayer's Nerve (USA),2014-11-20,Electronic,Exil, Zürich
DJ Montuno,2014-11-20,"Ragga, Reggae, African Music, Dancehall",Beach Club, Hinwil
"The New Samuel Mösching Trio, Samuel Mösching (g), Mike Harmon (b), Peter Manheim (dr)",2014-11-20,"Jazz, Blues, Soul",Parzelle403, Basel
Pilomotor,2014-11-20,"Rock, Indie, Punk, Heavy Metal, Gothic",QBar, Chur
Larry Woodley (USA),2014-11-20,Pop,Mambo Café, Zürich
Die Schilcher Alpenparty,2014-11-20,Pop,Bierhalle Wolf, Zürich
Mother's Finest,2014-11-19,Pop,Spielboden,
"Jean-Paul Brodbeck Trio, Jean-Paul Brodbeck (p), Matthias Pichler (b), Andreas Pichler (dr)",2014-11-19,"Jazz, Blues, Soul",Jazzkantine, Luzern
Evelinn Trouble,2014-11-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Turnhalle im Progr, Bern
Timo Gross Band (D),2014-11-19,"Rock, Indie, Punk, Heavy Metal, Gothic",dolder2 KultUhrBeiz, Feuerthalen
Anna & Stoffner,2014-11-19,"Hip Hop, R'n'B",Grabenhalle,
Nojakîn,2014-11-19,"Jazz, Blues, Soul",Herzbaracke,"evue, 8001 Zürich"
Andy Burrows (GB),2014-11-19,Pop,Bleu Lezard, Lausanne
Hosted by Guillermo Sorya,2014-11-19,Pop,Plaza Zürich, Zürich
"The Rumours, Micha Sportelli",2014-11-19,Pop,Kuppel, Basel
"Stiff Little Fingers (IRL), Moped Lads",2014-11-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel, Luzern
"Peter Wagner (rhodes), Thomy Jordi (b), Christian Niederer (dr)",2014-11-19,"Jazz, Blues, Soul",Mehrspur, Zürich
"Ensemble Werktag, Colette Broeckaert (Synth), Sebastian Berweck (Synth), Martin Lorenz (Synth, Schlagz)",2014-11-19,Classic,Gare du Nord, Basel
Giovanni The DJ,2014-11-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar Rossi, Zürich
Elmar Kluth Trio feat. Hans Baumann,2014-11-19,"Jazz, Blues, Soul",Kapelle St. Josefsheim, Dietikon
"Wildsnake, Whitesnake tribute band",2014-11-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Stadtkeller, Luzern
"Leitung: Otto Tausk, Beethoven",2014-11-19,Classic,Tonhalle,
"DJs Best Men, I-Scracth, Classick, Source",2014-11-19,"Hip Hop, R'n'B",Kaufleuten, Zürich
K.O.S Crew,2014-11-19,"Hip Hop, R'n'B",Exil, Zürich
"DJs Papi Electric, El Nino",2014-11-18,"Hip Hop, R'n'B",Mascotte, Zürich
HSG Big Band,2014-11-18,"Jazz, Blues, Soul",Kugl - Kultur am Gleis,
Albert Sanz & Gabriel Dalvit,2014-11-18,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
"Jethro Tull's Ian Anderson (GB), Ian Anderson (fl, g, voc), John OHara (p, key), Florian Opahle (g), Ryan ODonnell (voc), David Goodier (b), Scott Hammond (dr)",2014-11-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Kongresshaus, Zürich
"Augustines (USA), support: Arkells (CAN)",2014-11-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Exil, Zürich
Uriah Heep (GB),2014-11-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7, Pratteln
Ian Anderson (GB),2014-11-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Théâtre du Léman,
Bolschoi Don Kosakenchor,2014-11-17,Classic,Schlosskirche Niedergösgen, Niedergösgen
Eva,2014-11-17,"Jazz, Blues, Soul",Kino Orion, Dübendorf
"Kylie Minogue (AUS), Kiss Me Once Tour",2014-11-17,Pop,Hallenstadion, Zürich
DJ Papi Electric,2014-11-16,"Ragga, Reggae, African Music, Dancehall",Kaufleuten, Zürich
DJ Salsero,2014-11-16,"Ragga, Reggae, African Music, Dancehall",Mythic,
Merz feat. Julian Sartorius Drum Ensemble,2014-11-16,"Jazz, Blues, Soul",Turnhalle im Progr, Bern
The Legendary Tigerman (P),2014-11-16,"Jazz, Blues, Soul",El Lokal, Zürich
Obsessive Compulsive (GB),2014-11-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Mokka, Thun
"Lenny Kravitz (USA), Strut Tour",2014-11-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Hallenstadion, Zürich
"Ensemble 13, Leitung: Albert Benz, Werke von Bach",2014-11-16,Classic,Ref. Kirche Enge, Zürich
"Cantabile Chor Pratteln, Musikgesellschaft Pratteln, Frauenchor Pratteln, Carl Wolf (Kl), Evi Burkhalter (Kl), Philipp Schmidt (Git) u. a., Leitung: Bernhard Dittmann, Werke von Monteverdi, Brahms, Haydn u. a., Essen inkl.",2014-11-16,Classic,Kultur- und Sportzentrum (KUSPO), Pratteln
Black Roots Klarinettenquartett,2014-11-16,"Jazz, Blues, Soul",Villa Boveri, Baden
"Motettenchor der Kantorei Meilen, Werke von Mendelssohn, Puccini",2014-11-16,Classic,Kirche am See, Meilen
"Orchestre de Chambre Romand de Berne, Alexandre Dubach (V), Pawel Mazurkievicz (Kl)",2014-11-16,Classic,KKThun, Thun
"Chor im Breitsch, Second Line Big Band",2014-11-16,Classic,Theater National, Bern
"Kammermusik Arlesheim, Daniel Hauptmann (V), Ulrike Winkler (Va), Stéphanie Meyer (Vc), Thilo Muster (Cemb, Org), Stephan Mai (V), Werke von Bach",2014-11-16,Classic,Goetheanum, Dornach
Bolschoi Don Kosakenchor,2014-11-16,Classic,Französische Kirche, Bern
"Trio Catch, Boglárka Pecze (Klar), Eva Boesch (Vc), Sun-Young Nam (Kl), Werke von Clara Iannotta, Georges Aperghis, Martin Jaggi, Morton Feldman, Márton Illés",2014-11-16,Classic,Tonhalle, Zürich
Glantaler Power Men (A),2014-11-16,Pop,Bierhalle Wolf, Zürich
"DJs Classick, David Jimenez, Source, Jay Dee",2014-11-16,"Hip Hop, R'n'B",Vior Club, Zürich
"DJs Still Phill, Lui G, Steve Splash",2014-11-16,"Hip Hop, R'n'B",Rok, Luzern
"DJs Kayper, Li-O",2014-11-16,"Hip Hop, R'n'B",Le Ciel, Bern
"DJs Le Wax, O-Kay, ab 21 Jahren",2014-11-16,"Hip Hop, R'n'B",Jade Club, Zürich
"Fennesz (F/A), Georg Gatsas",2014-11-15,Electronic,Palace, Sankt Gallen
DJ Mr. Shittles,2014-11-15,Pop,Madeleine, Luzern
DJ KC,2014-11-15,"Hip Hop, R'n'B",Neo, Zürich
"DJs Ganjaforce, Blood A Run, Kingsound Universal, Ratman Sound, Artical Movement, hosted by R3V",2014-11-15,"Hip Hop, R'n'B",Kulturfabrik Wetzikon, Wetzikon
Rick Noorlander & The Bluegrass String Quartet,2014-11-15,Pop,Kraftwerk Club, Krummenau
"Sheppard (AUS), Jan Oliver",2014-11-15,Pop,Papiersaal, Zürich
Mark Berube (CAN),2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Treibhaus, Luzern
Mark Turner Quartet,2014-11-15,"Jazz, Blues, Soul",La Spirale,
"The Rambling Wheels & The Animen, Doppelkonzert",2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Eisenwerk, Frauenfeld
The Rumours,2014-11-15,Pop,Salzhaus Brugg,
Les Sauterelles,2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Stadtkeller, Luzern
"Andy Middleton Quartet, Andy Middleton (ts, ss), Tino Derado (p), Paul Imm (b), Alan Jones (dr), auch um 21.45 Uhr",2014-11-15,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
Jesse Ritch Groove,2014-11-15,"Hip Hop, R'n'B",Alti Moschti, Mühlethurnen
Anna Aaron,2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Burghof Lörrach,
Skilluminati Soundsystem,2014-11-15,"Hip Hop, R'n'B",Bar 59, Luzern
"DJs Inhumate (F), Embalming Theatre, Warfuck (F), Ratbomb (F)",2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Industrie 45, Zug
Bolschoi Don Kosakenchor,2014-11-15,Classic,Ref. Kirche, Bülach
"Booze, Rhythm Thang",2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Obere Mühle, Dübendorf
La Coka Nostra (USA),2014-11-15,"Hip Hop, R'n'B",Komplex Klub, Zürich
Luca Little,2014-11-15,Pop,Salzhaus, Winterthur
Patrick Wolf (GB),2014-11-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck, Basel
"Chor 50 Basel, Orchester ad hoc, Roberto Vacca (Kl, Akk), Cristina Vidoni (Vc), Stefania Rizzo (Harfe), Leitung: Luca Fiorini, Werke von Fauré, Huber, Mendelssohn-Bartholdy, Palestrina, Rachmaninow u. a., Ein musikalischer Rückblick",2014-11-15,Classic,C.F. Spittelerhaus, Basel
"Reveillechor, Junge Tafelrunde, Männerchor-Benefizkonzert",2014-11-15,Classic,Peterskirche, Basel
HEM Genève - Neuchâtel,2014-11-15,Classic,Centre Dürrenmatt,
"Markus Maria Enggist, Geschichten-Konzert für Menschen ab 5 Jahren",2014-11-15,Pop,Theater Matte, Bern
"Christian Schenker & Grüüveli Tüüfeli, Kinderkonzert",2014-11-15,Pop,Kulturfabrik KUFA, Lyss
"DJs Slice, Prime",2014-11-15,"Hip Hop, R'n'B",El Cartel, Luzern
DJ Oro Negro,2014-11-15,"Ragga, Reggae, African Music, Dancehall",Latin Palace, Zürich
"DJs Luciano, Zoumanto, dance animation by MD Crew",2014-11-15,"Hip Hop, R'n'B",Duo Club,
"DJs Manuel, Emigrante, dance animation by Garabato Cuban Dances",2014-11-14,"Ragga, Reggae, African Music, Dancehall",Aubrey, Zürich
Rummelsnuff,2014-11-14,Pop,Roxy, Birsfelden
"The Waffle Machine Orchestra, Jazzasapien, Stonehat",2014-11-14,"Jazz, Blues, Soul",Playground Lounge, Bern
DJ Wod,2014-11-14,"Hip Hop, R'n'B",All in - Musicbar, Bern
Jim & The Beams,2014-11-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Elvis et Moi,
"Ngoni, Mike Daniels (voc), Chineyem Okoloko (g, voc), Johannes Madritsch (dr)",2014-11-14,"Hip Hop, R'n'B",Langstars, Zürich
DJ Tas,2014-11-14,Pop,Tschuppi's Wonderbar, Luzern
Oum (MAR/CUB/F),2014-11-14,"Hip Hop, R'n'B",Meck à Frick, Frick
DJs Led Farmers (IRL),2014-11-14,"Ragga, Reggae, African Music, Dancehall",Kulturfabrik Kofmehl, Solothurn
"Kevin Meisel & The Ragged Glories (USA), support: Singer's Tale",2014-11-14,Pop,Kulturkarussell Rössli, Stäfa
Klara Lundén,2014-11-14,Pop,Markthalle Basel, Basel
Devi Reith & Simon Krauer,2014-11-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Obere Mühle, Dübendorf
"Chor im Breitsch, Second Line Big Band",2014-11-14,Classic,Theater National, Bern
"Ensemble Spektrum, Ursula Hächler (Vc), Kiyomi Higaki (Kl), Marc Bätscher (Klar), Werke von Phyllis Tate, Agnes Zimmermann, Germaine Tailleferre, Farrenc",2014-11-14,Classic,Sebastianskapelle, Baden
"Duo Praxedis, Werke von Reni",2014-11-14,Classic,Dreifaltigkeitskirche, Bern
"Samuel Fried (Kl), Yuka Munehisa (Kl), Werke von Francis Poulenc, Christian Henking, Samuel Fried",2014-11-14,Classic,Künstlerhaus Boswil / Alte Kirche, Boswil
"DJs Papi Electric, Miguel Da-Mas",2014-11-14,"Hip Hop, R'n'B",Bolero, Winterthur
"Luisa Splett (Kl), Werke von Tschaikowski, Liszt",2014-11-14,Classic,Landenberghaus, Greifensee
Bumä,2014-11-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Förderstätte am Schlosspark, Binningen
"Helene Schulthess (Fl), Ruth Pfister (Org), Werke von Jean-Marie Leclair, Lowell Liebermann, Eugene Magalif u. a.",2014-11-14,Classic,Eglise réformée française de Zurich, Zürich
"Herb Miller (voc, p)",2014-11-14,"Jazz, Blues, Soul",Hotel Montana, Luzern
"Lacrimas Profundere, Avatar, Jaded Heart, Grailknights, Nightmare, The Defiled",2014-11-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7, Pratteln
"DJs Wyclefs Refugee All-Star Soundsystem (USA), Zhion Sound",2014-11-14,"Hip Hop, R'n'B",Kanzlei, Zürich
Stuart O'Connor (GB),2014-11-14,Pop,Langstars, Zürich
"DJs Milieu Mauri, Joe Bless",2014-11-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
Thanks (USA),2014-11-13,"Jazz, Blues, Soul",Grabenhalle,
"DJs PM Massive, Peak, Willi Copta, ab 20 Jahren",2014-11-13,"Hip Hop, R'n'B",State Club,
"NGD & The Ginantonics, Luca Burkhalter (key), Claude Stucki (g), Marcel Frautschi (b) u. a.",2014-11-13,Pop,Mehrspur, Zürich
"Blaudzun (NL), support: Nina Hey",2014-11-13,"Rock, Indie, Punk, Heavy Metal, Gothic",Bogen F, Zürich
"Martin Schaefer (V), Richard Decker (Kl)",2014-11-13,Classic,Hotel Montana, Luzern
"Jah Cure, King Size Sound, One Blood Selector",2014-11-13,"Hip Hop, R'n'B",Gaskessel, Bern
DJ Remore,2014-11-13,"Ragga, Reggae, African Music, Dancehall",Beach Club, Hinwil
"Werke von Mozart, Haydn, Josef Triebensee",2014-11-13,Classic,Kath. Kirche,
"DJs Louh, Barbir",2014-11-13,"Hip Hop, R'n'B",Gonzo, Zürich
"Síd, Rea Dubach (voc), Luzius Schuler (rhodes, synth, effects), Daniel Weber (dr), Jazz am Mittwoch",2014-11-12,"Jazz, Blues, Soul",Theater am Gleis, Winterthur
"Monty Alexander & Caterina Zapponi, Monty Alexander (p), Caterina Zapponi (voc)",2014-11-12,"Jazz, Blues, Soul",JazzInn, Bülach
Thomas Lüthis Biwak,2014-11-12,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
"Lavinia Meijer (Harfe), Werke von Ludovico Einaudi",2014-11-12,Classic,Kirche Neumünster, Zürich
"Amuras, Juan Pablo Navarro (b), Julio Azcano (g), Marcela Arroyo (voc)",2014-11-12,"Jazz, Blues, Soul",Keller 62, Zürich
"Monika Henking (Org), Werke von Cabezon, Bruna, Bach",2014-11-12,Classic,Grossmünster, Zürich
DJ Diamond Skull,2014-11-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld, Winterthur
DJ Elkaphone,2014-11-11,"Hip Hop, R'n'B",Relax Lounge,
Markgräflerhof-Kapelle,2014-11-11,Classic,Ono - Das Kulturlokal, Bern
Ab 20 Jahren,2014-11-11,"Hip Hop, R'n'B",Garage Basel, Basel
DJ Buzz,2014-11-10,"Hip Hop, R'n'B",La Catrina, Zürich
Christof Mahnig und die Abmahnung,2014-11-10,"Jazz, Blues, Soul",Gewerbehalle, Luzern
Eva,2014-11-10,"Jazz, Blues, Soul",Kino Orion, Dübendorf
"La Cetra Barockorchester, Magdalena Kozena (Mezzo-S), Leitung: Andrea Marcon, Werke von Monteverdi, Uccellini, Merula, Castello, Marini",2014-11-10,Classic,Stadtcasino, Basel
The DeSoto Caucus (DK),2014-11-09,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal, Zürich
"Stonebride (CRO), Joules, hosted by Jullus.com",2014-11-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel, Luzern
Smith & Smart (D),2014-11-09,"Hip Hop, R'n'B",Reitschule, Bern
Kyle LaGrange (GB),2014-11-09,Pop,Schüür, Luzern
"Voces Suaves, Choeur de Chambre de l'Université de Fribourg, Ensemble Opera Prima, Leitung: Francesco Saverio Pedrini, Werke von Montalbano, Rubino,, Fasolo",2014-11-09,Classic,Leonhardskirche, Basel
Mojo Blues Band (A),2014-11-09,"Jazz, Blues, Soul",Alti Moschti, Mühlethurnen
"Männerchor Dietikon, Leitung: Wolfang Böhler (Kl)",2014-11-09,Classic,Kath. Kirche St. Agatha, Dietikon
"Big Zis, für Kinder von 3 bis 12 Jahren",2014-11-09,"Hip Hop, R'n'B",Stall 6, Zürich
"Argovia philharmonic, Leitung: David McVeigh, Werke von Sergei Prokofjew, Erzähler: Daniel Rohr, Familienkonzert ab 5 Jahren",2014-11-09,Classic,Kultur & Kongresshaus, Aarau
"Zürcher Kammerorchester, André Desponds (Kl), Mischa Cheung (Kl), Raphael Nussbaumer (V), Werke von Saint-Saëns, Konzertmeister: Donat Nussbaumer, Moderation: Sandra Studer (Ges), ab 5 Jahren",2014-11-09,Classic,Tonhalle, Zürich
"DJs Whiz Kid, Mad Morris",2014-11-09,"Hip Hop, R'n'B",Grand Casino Luzern, Luzern
"DJs Lady Louise (SWE), Sammy K, Zhion Sound, Tunesquad Sound",2014-11-09,"Hip Hop, R'n'B",Kanzlei, Zürich
Death By Chocolate,2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturclub Maison Pierre, Burgdorf
"DJs Moreno, Magico",2014-11-08,"Hip Hop, R'n'B",Latin-Club D'Rumba, Basel
"DJs M-Live, R-Bronx, Flex u. a.",2014-11-08,"Hip Hop, R'n'B",Vegas Dance Club, Kriens
"DJs Redrum, Still Phil, Freddy K, live: Smüde & Steven Egal",2014-11-08,"Hip Hop, R'n'B",Bar 59, Luzern
"DJs Cut Rogg, R-Suda, King Abi",2014-11-08,"Ragga, Reggae, African Music, Dancehall",Eighty Four, Winterthur
DJ Marc One,2014-11-08,"Hip Hop, R'n'B",Beach Club, Hinwil
"Markus Vorspohl (Hang), Christian Döhring (Org), Werke von Pachelbel",2014-11-08,Classic,Predigerkirche, Zürich
"Gloria Volt, Sexy",2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Böröm pöm pöm, Oberentfelden
Philipp Fankhauser,2014-11-08,"Jazz, Blues, Soul",Stadtsaal, Zofingen
"Delilahs, support: Humanoids",2014-11-08,Pop,Schüür, Luzern
Jolly & The Flytrap,2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal, Zürich
Gigi Moto,2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Chössi-Theater, Lichtensteig
"Basler Bach-Chor, Basel Sinfonietta, Amelia Scicolone (S), Charlotte Quadt (Mezzo-S), Michael Mogl (T), Martin Snell (B), Leitung: Joachim Krause, Werke von Mozart, Bach, Werkeinführung durch Prof. D. Sackmann",2014-11-08,Classic,Martinskirche, Basel
"DJs Kimska (D), D'Wittwe Meier, Dörte, D.o.S., live: Gavro Nikolic & Gipsy Trio, visuals by Extrem Bequem, hosted by No Name Productions",2014-11-08,"Ragga, Reggae, African Music, Dancehall",Kulturfabrik Wetzikon, Wetzikon
Tina Dico (DK),2014-11-08,Pop,Kaufleuten, Zürich
Christoph Walter Orchestra feat. Carlo Brunner,2014-11-08,"Jazz, Blues, Soul",Linth-Arena SGU, Näfels
"Vokalensemble Ars Canora, Rafael Baier (sax), Leitung: Stephan Fuchs, Werke von Iris Szeghy, Burkhard Kinzler, Fabian Künzli u. a.",2014-11-08,Classic,Stadtkirche, Aarau
Kyla La Grange (GB),2014-11-08,Pop,Bierhübeli, Bern
James Gruntz,2014-11-08,Pop,Il Caffè,
"Madégras (EP-Release), support: Raspberry Jamwood",2014-11-08,Pop,Exil, Zürich
"Duo Juon, Ruth Juon (voc), Evi Juon (voc)",2014-11-08,Pop,Vision of Paradise Galerie, Langnau am Albis
"Incanto Chor, Orchester Cherubini, Leitung: B. Giovanoli, Werke von Verdi, Barber",2014-11-08,Classic,Offene Kirche Elisabethen, Basel
"Offene Chorgemeinschaft, Leitung: Kantor Daniel Schmid, Liturgie: Pfr. Christoph Sigrist",2014-11-08,Classic,Grossmünster, Zürich
"Ensemble Paul Klee, Next Generation, auch um 13.30 Uhr und 15.30 Uhr",2014-11-08,Classic,Zentrum Paul Klee, Bern
"DJs Babyval, Nikki, Kenjiro Ultramagnetic",2014-11-08,"Hip Hop, R'n'B",Club Bonsoir, Bern
"DJs Milieu Mauri, J Sinatra, The DJ",2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
"DJs Darka, Nika, El Nino, Kronix",2014-11-08,"Hip Hop, R'n'B",El Cartel, Luzern
DJ Jimmy,2014-11-08,"Ragga, Reggae, African Music, Dancehall",Latin Palace, Zürich
"Molly Nilsson (SWE), DJ Unleashed Ethernalhood",2014-11-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Romandie, Lausanne
"DJs Ginsberg, Vesci tha Smoking Herbalist",2014-11-07,"Hip Hop, R'n'B",Kulturfabrik Kofmehl, Solothurn
DJ Buzz,2014-11-07,"Ragga, Reggae, African Music, Dancehall",Stall 6, Zürich
Europa,2014-11-07,Pop,Südpol, Kriens
Toxic Residents,2014-11-07,"Hip Hop, R'n'B",Beach Club, Hinwil
"Márcio Tubino N'Artet, Márcio Tubino (ts, fl), Joao Luis Nogueira (g), Ricardo Fiuza (p), Ciro Trindade (b), Fernando Paiva (dr), auch um 21.45 Uhr",2014-11-07,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
"Peter Landis (CD-Taufe), Peter Landis (voc, sax), Jeroen Visser (synth), Christian Weber (b), Christian Wolfarth (dr)",2014-11-07,"Jazz, Blues, Soul",Kunstraum Walcheturm, Zürich
"Tin Men and the Telephone (NL), Tony Roe (p), Lucas Dols (b), Bobby Petrov (dr)",2014-11-07,"Jazz, Blues, Soul",Moods, Zürich
The Waffle Machine Orchestra,2014-11-07,"Hip Hop, R'n'B",Herzbaracke,"evue, 8001 Zürich"
"DKSJ All Stars, (key), Nina Reiter (voc), Zacharie Ksyk (tp, flh), Niko Seibold (as), Elio Amberg (ts, bcl), Tobias Pfister (ts, bcl), Florian, Weiss (tb), Jan Herzog (g), Julie Campiche (hp), Benjamin Muralt (b), Pascal Rüegger (b), Clemens Kuratle (dr), Leitung: Thomas Meier",2014-11-07,"Jazz, Blues, Soul",Jazzkantine, Luzern
"Julia Schwartz & Charla Hofstetter, Chansonabend über Laschheit und Kriminalität im Rahmen der Frauenfelder Krimitage",2014-11-07,Pop,Eisenwerk, Frauenfeld
"Michael Wendeberg (Kl), Etienne Abelin (V), Flavia Grubenmann (V), David Schneebeli (Va), Andreas Fleck (Vc)",2014-11-07,Classic,Kulturhotel Guggenheim, Liestal
"Eliana Burki (Alphorn), Karoliina Kantelinen (voc)",2014-11-07,"Jazz, Blues, Soul",Kultur & Kongresshaus, Aarau
"Basler Bach-Chor, Basel Sinfonietta, Amelia Scicolone (S), Charlotte Quadt (Mezzo-S), Michael Mogl (T), Martin Snell (B), Leitung: Joachim Krause, Werke von Mozart, Bach",2014-11-07,Classic,Martinskirche, Basel
"Glaston (EP-Release), Twilight Empire",2014-11-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Exil, Zürich
Mick and Elli,2014-11-07,Pop,Kulturhotel Guggenheim, Liestal
DJ Yeehaaa,2014-11-07,"Rock, Indie, Punk, Heavy Metal, Gothic",GoWildWest-Ranch, Wolfwil
