Artist,Date,Genre,Venue,City
"Ostrowski-Seigner-Zimmerlin, Matthew Ostrowski (electr), Michel Seigner (g), Alfred Zimmerlin (vc)",2014-12-05,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
Random/Control,2014-12-05,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Sinfonietta de Lausanne,2014-12-05,Classic,Casino de Montbenon, Lausanne
Moderation: Caroline Moning,2014-12-05,Pop,Brügglibar, Thun
Swiss Piano,2014-12-05,Classic,Pfalzkeller,
"Simone Kermes (S), Vivica Genaux (Mezzo-S), Leitung: Andrés Gabetta (V), Werke von Händel, Vivaldi, Hasse, Vinci, Lotti",2014-12-05,Classic,Stadttheater Olten, Olten
"Orfeo-Barockorchester Linz, Dorothee Mields (S), Leitung: Michi Gaigg, Werke von Telemann",2014-12-05,Classic,Ref. Kirche, Stäfa
Container 6,2014-12-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Pitschna Scena, Pontresina
"Honshu Wolves, support: Los Orioles, Happy Home Soundsystem, Dupals des Disques, Complete and Tracey",2014-12-04,"Jazz, Blues, Soul",Coupole (Gaskessel),
Shitface,2014-12-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik, Zug
"Depart, Harry Sokal (sax), Heiri Känzig (b), Martin Valihora (dr), Refire Tour",2014-12-04,"Jazz, Blues, Soul",Moods, Zürich
"Evaristo Perez Trio, Evaristo Perez (p), Philippe Brassoud (b), Marta Themo (cajón)",2014-12-04,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen), Liebefeld
"Benita Bush, Bernita Bush (voc), Richard Pizzorno (p), Pius Baumgartner (sax), Beat Ramseier (b), Chris von Hoffmann (dr)",2014-12-04,"Jazz, Blues, Soul",Prima Vista, Baden
BBQ (D/CAN),2014-12-04,Pop,Bar 3000, Zürich
"Triebherde, Omri Ziegele (voc, as), Jürg Wickihalder (ss, as), Nick Gutersohn (tb), Gabriela Friedli (p) u. a.",2014-12-04,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
Peter Piek Mini Rock Band,2014-12-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Neubad, Luzern
Geppetto & the Whales (B),2014-12-04,Pop,Theater Tuchlaube, Aarau
"Jeff Turner, Swiss Highwaymen",2014-12-04,Pop,Casino Herisau, Herisau
Seven,2014-12-04,"Hip Hop, R'n'B",Volkshaus Basel, Basel
"Berner Symphonieorchester, Veronika Eberle (V), Leitung: Mario Venzago, Werke von Dieter Ammann, Sergei Prokofjew, Juon",2014-12-04,Classic,Kultur-Casino, Bern
"Luzerner Sinfonieorchester, Menahem Pressler (Kl), Leitung: Thomas Dausgaard, Werke von Mozart, Bruckner",2014-12-04,Classic,KKL, Luzern
"Celloklasse Lea Hosch, vertreten durch Guillermo Pastrana und Eva Kuster, Musikschule Basel",2014-12-04,Classic,Musik-Akademie Basel, Basel
"Tommy Meier Root Down, Tommy Meier (ts, bcl), Marco von Orelli (tp), Manuel Mengis (tp), Co Streiff (as, ss), Peter Landis (ts, ss), Hans Anliker (tb), Michael Flury (tb), Hans-Peter Pfammatter (p, key), Luca Sisera (b), Valentin Dietrich (b) u. a.",2014-12-03,"Jazz, Blues, Soul",Theater am Gleis, Winterthur
"Hendrix Ackle, Adrian Stern, Christoph Trummer",2014-12-03,Pop,Stanzerei, Baden
"Komponistenprojekt der Schlagzeugklassen Christian Dierstein & Matthias Würsch, Hochschule für Musik",2014-12-03,Classic,Musik-Akademie Basel, Basel
"Fridolin Blumer (b), Heinz Geisser (perc), Robert Morgenthaler (tb), Reto Staub (p), Ronny Graupe (g)",2014-12-03,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
"Claudio Berger, Claudio Berger (b), Flurin Iten (g), Lukas Derungs (key)",2014-12-03,"Hip Hop, R'n'B",Bar 59, Luzern
DJ Theo,2014-12-03,"Ragga, Reggae, African Music, Dancehall",Madeleine, Luzern
Tobias Carshey,2014-12-03,Pop,Rüsterei, Zürich
"Jan Garbarek & The Hilliard Ensemble (NOR/GB), Jan Garbarek (sax), David James (voc), Steven Harrold (voc), Rogers Covey-Crump (voc), Gordon Jones (voc), Officium/Farewell Tour",2014-12-03,"Jazz, Blues, Soul",Grossmünster, Zürich
"Pascal Schumacher Quartet, Franz von Chossy (p), Jens Düppe (dr), Pol Belardi (b), Pascal Schumacher (vib)",2014-12-02,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
"Trio Diktion, Skhya Octet feat. Alessio Cazzetta, Antonia Hausmann (tb), Matti Oehl (sax), Lukas Traxel (b), Philip Frischkorn (p); Alessio Cazzetta (g), Elio Amberg (sax), Sebastian Strinning (bcl), Silvan Schmid (tp), Moritz Wesp (tb), Marie  Krüttli (p), Lukas Traxel (b), Martin Perret (dr)",2014-12-02,"Jazz, Blues, Soul",Jazzkantine, Luzern
"DJs Urbano, Jose Luis, Panthera",2014-12-02,"Ragga, Reggae, African Music, Dancehall",Bar 59, Luzern
"Yosvany Quintero (Sax), Pelayo F. Arrizabalaga (Elektr), Dominik Dolega (Perk), Plattform für neue & experimentelle Musik",2014-12-02,Classic,Unternehmen Mitte, Basel
JazzDietikon All Stars,2014-12-02,"Jazz, Blues, Soul",Stadtkeller Dietikon, Dietikon
"Klavierduo Vilija Poskute & Tomas Daukantas, Werke von Grieg, Lesung: Thomas Sarbacher",2014-12-02,Classic,ETH Semper-Aula, Zürich
"Hélène Grimaud (Kl), Werke von Luciano Berio, Liszt, Schubert, Ravel, Albéniz, Toru Takemitsu, Janácek, Fauré, Debussy",2014-12-02,Classic,Tonhalle, Zürich
"Hansheinz Schneeberger, Alicia Conrad (Kl), Carlos Conrad (Vc), Werke von Mozart, Beethoven, Respighi, Ravel, anschliessend Apéro",2014-12-02,Classic,Zunftsaal Schmiedenhof, Basel
Monte Carlo (SLO),2014-12-02,Pop,Bierhalle Wolf, Zürich
"Werke von van Beethoven, Hochschule für Musik",2014-12-02,Classic,Musik-Akademie Basel, Basel
Andy Boller,2014-12-01,"Jazz, Blues, Soul",Tank Bar Grill, Zürich
"Wiktor Kociuban (Vc), Demetre Gamsachurdia (Kl), Werke von Lukas Langlotz, Marcilio Onofre, William Dougherty u. a.",2014-12-01,Classic,Gare du Nord, Basel
"Monday Night Orchestra feat. Bliss, Leitung: Thomas Biasotto",2014-12-01,Pop,Plaza Zürich, Zürich
"Blue Exercise, Klaus Knöpfle (as, ss), Reto Giacopuzzi (dr), Roland Christen (b)",2014-12-01,"Jazz, Blues, Soul",1733 - Weinlokal,
Live jam session,2014-12-01,"Jazz, Blues, Soul",Platzhirsch Bar & Hotel, Zürich
DJ Classick,2014-12-01,"Hip Hop, R'n'B",Vior Club, Zürich
Olivia Pedroli,2014-11-30,Pop,Turnhalle im Progr, Bern
"Parquet Courts, PC Worship",2014-11-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Rote Fabrik, Zürich
Ehud Asherie (USA),2014-11-30,"Jazz, Blues, Soul",Hotel Schweizerhof Luzern, Luzern
"The Shivas (USA), The Staches",2014-11-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Usine,
"Bendorim, Dela Hüttner (voc), Karin Meier (voc), Jürg Luchsinger (acc), Stefanie Kunckler (b)",2014-11-30,"Jazz, Blues, Soul",Rost und Gold, Zürich
"Projektchor, Orchester ""Die ANImusiker"", Annette Labusch (S), Daniel Bentz (T), Sascha Litschi (B), Leitung: Beat Dähler, Werke von Homilius, Haydn",2014-11-30,Classic,Ev.-ref. Kirche, Zollikon
"Zapzarap, Kinderkonzert",2014-11-30,Pop,Theater im Burgbachkeller, Zug
"Ernst Buscagne (Ges), Raphael Jost (Kl)",2014-11-30,Classic,Ref. Kirche,
"Uniorchester Bern, Malwina Sosnowski (V), Leitung: Lena-Lisa Wüstendörfer, Werke von Lalo, Kalinnikov",2014-11-30,Classic,Kultur-Casino, Bern
"Andrea Brunner (V), Alexandra Radici (V), Lorenz Küchler (Va), Magdalena Dür (Vc), Lisa Appenzeller (S), Yves Brühwiler (B), Leitung: Marco Amherd, Werke von Mendelssohn",2014-11-30,Classic,Ref. Kirche Rosenberg, Winterthur
Leitung: Gerry Hemingway,2014-11-30,Classic,Künstlerhaus Boswil / Alte Kirche, Boswil
Bolschoi Don Kosakenchor,2014-11-30,Classic,Kantonsschule Kollegium, Schwyz
"Roland Zoss, Knackeboul, Christine Lauterburg, Res Schmid & Gebr. Marti, Sergio-Maurice Vaglio, Mei-Siang Chou u. a.",2014-11-30,Pop,Michaelskirche, Meiringen
Saturday Morning Jazz Band,2014-11-30,"Jazz, Blues, Soul",Mahogany Hall, Bern
"DJs Classick, David Jimenez, Source, Jay Dee",2014-11-30,"Hip Hop, R'n'B",Vior Club, Zürich
"Meier-Jeger-Ulrich, Louis Schild Projekt, Tobias Meier (sax), Silvan Jeger (b), Dieter Ulrich (dr), Abstral Compost (voc), Ariel Garcia (synth, tp, g), Louis Schild (b) u. a.",2014-11-30,"Jazz, Blues, Soul",Fabriktheater (Rote Fabrik), Zürich
Live: Bintus (D),2014-11-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Südpol, Kriens
"DJs Le Wax, A-Less, ab 21 Jahren",2014-11-30,"Hip Hop, R'n'B",Jade Club, Zürich
"DJs Johnny D, Ceem, Youdubs, Ricky S, Meniino, ab 16 Jahren",2014-11-29,"Hip Hop, R'n'B",X-tra, Zürich
"DJs Huxtable, Franky Stache",2014-11-29,"Hip Hop, R'n'B",Balz, Basel
"DJs Wood Nox (NL), I-Scratch, ab 22 Jahren, hosted by MC B & MC Jay JR.",2014-11-29,"Hip Hop, R'n'B",Hard One, Zürich
Sedlmeir,2014-11-29,Pop,Helsinki, Zürich
Aliose,2014-11-29,Pop,Hotel Wetterhorn, Hasliberg Hohfluh
"Josh, Janine Cathrein (g, voc), Vera Cathrein (b, g, voc), Simon Cathrein (cello, voc), Paul Märk (b, g), Stefan Aegerter (synth, key), Yannick Schmutz (dr, perc)",2014-11-29,"Rock, Indie, Punk, Heavy Metal, Gothic",The Classroom,
Rumble Pack,2014-11-29,"Jazz, Blues, Soul",Pub 84, Richterswil
Whole Lotta DC,2014-11-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Bären Buchsi, Münchenbuchsee
Walter Jauslin,2014-11-29,"Jazz, Blues, Soul",Hotel Palace, Luzern
"The Doppelgangaz, Kids of the Stoned Age, hosted by SMK",2014-11-29,"Hip Hop, R'n'B",Amboss Rampe, Zürich
"Tirzah & Micachu (GB), Jurczok 1001, Lord Kesseli and The Drums, DJ Fett (D)",2014-11-29,"Hip Hop, R'n'B",Palace, Sankt Gallen
Dr. Feelgood,2014-11-29,"Hip Hop, R'n'B",Mühle Hunziken, Rubigen
Les Sauterelles,2014-11-29,Pop,Scala, Wetzikon
Lea Lu,2014-11-29,Pop,Parterre One, Basel
Lee Konitz Quartet,2014-11-29,"Jazz, Blues, Soul",La Spirale,
Terrana (USA),2014-11-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Star Club, Uster
"Carrousel, support: Emilia Anastazja",2014-11-29,Pop,Kuppel, Basel
"Susanne Huber (Kl), André Thomet (Kl)",2014-11-29,Classic,Dampfzentrale, Bern
Pierrock,2014-11-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Brügglibar, Thun
Bela B & Smokestack Lightnin' feat. Peta Devlin,2014-11-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Bierhübeli, Bern
"Sinfonieorchester TriRhenum Basel, Thilo Muster (Org), Leitung: Julian Gibbons, Werke von Ravel, Paul Huber, Saint-Saëns",2014-11-29,Classic,Stadtcasino, Basel
"Orchester <l'arpa festante> München, Miriam Feuersinger (S), Ruth Sandhoff (A), Daniel Johannsen (T), Manuel Walser (B), Leitung: Bohdan Shved, Werke von Bach",2014-11-29,Classic,Martinskirche, Basel
"Zürcher Blechbläser Ensemble, Catriona Bühler (S), Leitung: Christian Noth, Werke von Mozart, Wagner, Verdi u. a.",2014-11-29,Classic,Reussbrückesaal,
"Chor und Orchester des Bach Collegium Zürich, Tamara Jagersberger (S), Uta Runne (A), Raimund Wiederkehr (T), Dominik Wörner (B), Leitung: Bernhard Hunziker, Werke von Mendelssohn Bartholdy",2014-11-29,Classic,Grossmünster, Zürich
Walter Jauslin,2014-11-29,"Jazz, Blues, Soul",KKL, Luzern
Bernd Lhotzky (D),2014-11-29,"Jazz, Blues, Soul",The Hotel, Luzern
Werner und Company (A),2014-11-29,Pop,Bierhalle Wolf, Zürich
"Ensemble Paul Klee, Next Generation",2014-11-29,Classic,Zentrum Paul Klee, Bern
"DJs Aystep, K-Risma, B-K Reel, hosted by MC D-Law",2014-11-29,"Hip Hop, R'n'B",Plaza Zürich, Zürich
"DJs Kerozen Boulevard, Fugitif, Otis",2014-11-29,"Ragga, Reggae, African Music, Dancehall",Moods, Zürich
Ab 23 Jahren,2014-11-28,"Ragga, Reggae, African Music, Dancehall",Bar Rouge, Basel
"Tonhalle-Orchester Zürich & Simian Mobile Disco, Leitung: Lionel Bringuier, Werke von Ravel, Igor Strawinski, anschl. DJ Reto Ardour",2014-11-28,Classic,Tonhalle, Zürich
King Pepe & Le Rex (Plattentaufe),2014-11-28,Pop,Turnhalle im Progr, Bern
DJ Moneypulation,2014-11-28,"Hip Hop, R'n'B",Eclipse, Bern
"Soulmaniacs, DJs Roli, Giovanni",2014-11-28,"Hip Hop, R'n'B",Bar Rossi, Zürich
Mimiks,2014-11-28,"Hip Hop, R'n'B",Sommercasino, Basel
DJ JL-Monkey,2014-11-28,"Hip Hop, R'n'B",Belmondo Club, Bern
"Kadebostany, support: Bleu Roi, DJ Introvert",2014-11-28,Pop,Kulturfabrik KUFA, Lyss
"Soaring Wizards, Tobias Rechsteiner (g), Florian Rechsteiner (b), Samuel Rechsteiner (dr)",2014-11-28,"Jazz, Blues, Soul",Dampfschiff Kulturclub, Brugg
DJ Peter Wermelinger,2014-11-28,"Hip Hop, R'n'B",Victoria Bar,
"Half Past Six, Milestone, Moustache Boys, Dubitude",2014-11-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Mokka, Thun
Der Nino aus Wien (A),2014-11-28,Pop,Gonzo, Zürich
Toxic Residents,2014-11-28,"Hip Hop, R'n'B",Beach Club, Hinwil
Ella Ronen Trio,2014-11-28,Pop,Kafi für Dich, Zürich
"Fischer-Künzi-Pfammatter & Maki-Vincent (JAP/F), Nils Fischer (sax), Emmanuel Künzi (dr), Hans-Peter Pfammatter (p), Hachiya Maki (voc, p, electr), Hugues Vincent (cello)",2014-11-28,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
"Corovivo, Stephanie Pfeffer (S), Susannah Haberfeld (Mezzo-S)",2014-11-28,Classic,Pfarrkirche, Unterägeri
Andreas Knecht,2014-11-28,"Jazz, Blues, Soul",National, Luzern
Bernd Lhotzky (D),2014-11-28,"Jazz, Blues, Soul",Hotel Schweizerhof Luzern, Luzern
Manu Hartmann Band,2014-11-28,"Hip Hop, R'n'B",Alter Zoll, Basel
"DJs Spruzzi, Terranova",2014-11-28,"Hip Hop, R'n'B",Amboss Rampe, Zürich
Détroit (F),2014-11-28,Pop,Arena Genève,
"Ili, Acoustic Friday",2014-11-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Jenseits im Viadukt, Zürich
"Klasse für Studienvorbereitung, Leitung: David Lauri, Musikschule Basel",2014-11-28,Classic,Musik-Akademie Basel, Basel
DJ Yeehaaa,2014-11-28,"Rock, Indie, Punk, Heavy Metal, Gothic",GoWildWest-Ranch, Wolfwil
DJ Horst Krush,2014-11-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Hotel Euler, Basel
Allo' Darlin (GB),2014-11-27,Pop,Café Kairo, Bern
"Give (USA), Deadverse",2014-11-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Cardinal, Schaffhausen
Bernd Lhotzky (D),2014-11-27,"Jazz, Blues, Soul",Hotel Palace, Luzern
J.J Flück & Hausband,2014-11-27,"Hip Hop, R'n'B",Reitschule, Bern
DJ Theo,2014-11-27,"Ragga, Reggae, African Music, Dancehall",Schüür, Luzern
DJ Pat,2014-11-27,"Hip Hop, R'n'B",Akt Niederdorf, Zürich
"DJ Pepe, Tanzkurs Bailar Casino um 20 Uhr",2014-11-27,"Ragga, Reggae, African Music, Dancehall",Allegra-Club, Basel
"P. Archer, DJ Konserve",2014-11-27,"Jazz, Blues, Soul",The Bruch Brothers, Luzern
"Danilo Moccia Quartet, Chris Wiesendanger (p), Danilo Moccia (tb), Christoph Sprenger (b), Sheldon Sutter (dr)",2014-11-27,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
"Carrousel, Baba Shrimps",2014-11-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür, Luzern
"Rotachor, Selina Beyeler (p), Leitung: Letizia Schneider",2014-11-27,Pop,Kulturmarkt, Zürich
Yannick Noah (F),2014-11-27,Pop,Arena Genève,
A Winged Victory For The Sullen (USA),2014-11-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Amalgame,
"Evgeny Kissin (Kl), Werke von Beethoven, Chopin, Sergei Prokofjew, Liszt",2014-11-27,Classic,KKL, Luzern
"Basel Sinfonietta, Leitung: Helmut Imig, Stummfilmkonzert",2014-11-27,Classic,Stadtcasino, Basel
"Tonhalle-Orchester Zürich, Anja Harteros (S), Leitung: Lionel Bringuier, Werke von Ravel, R. Strauss, Schubert, Ravel, Igor Strawinski",2014-11-27,Classic,Tonhalle, Zürich
Bernd Lhotzky (D),2014-11-27,"Jazz, Blues, Soul",KKL, Luzern
DJ Def Selecta,2014-11-27,"Hip Hop, R'n'B",BQM, Zürich
Chris Hopkins (USA),2014-11-27,"Jazz, Blues, Soul",The Hotel, Luzern
"Teilnehmer des Meisterkurses, Leitung: Robert Levin, Meisterkurs",2014-11-27,Classic,St. Charles Hall, Meggen
"Pink Spider, DJ Momo Love",2014-11-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar 3000, Zürich
"V404, DZ, ab 18 Jahren",2014-11-26,"Rock, Indie, Punk, Heavy Metal, Gothic",X-tra, Zürich
"Glaston, Amorph, hosted by Lauter Leute",2014-11-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski, Zürich
DJ Manuel,2014-11-26,"Ragga, Reggae, African Music, Dancehall",Vior Club, Zürich
DJ Mayocan,2014-11-26,"Ragga, Reggae, African Music, Dancehall",Evita Club,
Heinrich Müller,2014-11-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Stadtkeller, Luzern
Chris Hopkins (USA),2014-11-26,"Jazz, Blues, Soul",Hotel Schweizerhof Luzern, Luzern
Walter Jauslin,2014-11-26,"Jazz, Blues, Soul",National, Luzern
Tiken Jah Fakoly (JAM/F),2014-11-26,"Hip Hop, R'n'B",Reitschule Dachstock, Bern
Andreas Knecht,2014-11-26,"Jazz, Blues, Soul",KKL, Luzern
Bernd Lhotzky (D),2014-11-26,"Jazz, Blues, Soul",Hotel des Balances, Luzern
"Violoncelloklasse Stéphanie Meyer, Musikschule Basel",2014-11-26,Classic,Musik-Akademie Basel, Basel
"DJs D-Tale, Swissivory, D-Skillz, Missterious",2014-11-26,"Hip Hop, R'n'B",Kaufleuten, Zürich
K.O.S Crew,2014-11-26,"Hip Hop, R'n'B",Exil, Zürich
"DJs Papi Electric, El Nino",2014-11-25,"Hip Hop, R'n'B",Mascotte, Zürich
"Instrumentalkollegium Bern, Leitung: Cornelia Steiger, Werke von Williams, Albeniz, Mozart u. a., Konzert mit Gedichten aus den Galgenliedern von Christian Morgenstern",2014-11-25,Classic,Kirchgemeindehaus Johannes, Bern
"Teilnehmer des Meisterkurses, Leitung: Robert Levin (USA), Meisterkurs",2014-11-25,Classic,St. Charles Hall, Meggen
"Due, Quartett, Susann Wehrli (fl), Karin Ernst (electr), Sebastian Strinning (sax, cl), Gabriela Friedli (p), Christian Weber (b), Gerry Hemingway (dr)",2014-11-24,"Jazz, Blues, Soul",Moods, Zürich
"Kamikaze, Fabio Pinto (synth, g, voc), Claire Huguenin (synth, g, voc), Jeremias Keller (b, voc), Alexandre Maurer (dr, electr)",2014-11-24,Electronic,Portier, Winterthur
"Echos of Swing, Colin Dawson (tp), Chris Hopkins (as), Bernd Lhotzky (p), Oliver Mewes (dr)",2014-11-24,"Jazz, Blues, Soul",Jazz Cat Club, Ascona
"Sam Amidon (USA), Th. Hoffmann",2014-11-24,"Rock, Indie, Punk, Heavy Metal, Gothic",El Lokal, Zürich
"Christy Doran's New Bag, Sarah Buechi (voc), Vincent Membrez (key), Christy Doran (g), Lionel Friedli (dr)",2014-11-24,"Jazz, Blues, Soul",Restaurant Isebähnli, Baden
"Gesangsklasse Marcel Boone, Hochschule für Musik",2014-11-24,Classic,Musik-Akademie Basel, Basel
"Dahanukar-Plizga-Moll, Martin Dahanukar (tp), Slawek Plizga (g), Philipp Moll (b)",2014-11-24,"Jazz, Blues, Soul",Bar Wohnzimmer Les Amis, Bern
Aad Hollander Trio From Hell,2014-11-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Helsinki, Zürich
DJ Buzzor,2014-11-23,"Hip Hop, R'n'B",Restaurant Hirscheneck, Basel
"Kate Tempest (GB), Murmures Barbares",2014-11-23,"Hip Hop, R'n'B",Le Romandie, Lausanne
DJ Papi Electric,2014-11-23,"Ragga, Reggae, African Music, Dancehall",Kaufleuten, Zürich
DJ Volcano,2014-11-23,"Ragga, Reggae, African Music, Dancehall",Mythic,
"Enrico Pieranunzi Trio & Veronika Harcsa, Veronika Harcsa (voc), Enrico Pieranunzi (p), Luca Bulgarelli (b), Mauro Beggio (dr), in Zusammenarbeit mit den Martin Festtage, Apollinaire's Alccol",2014-11-23,"Jazz, Blues, Soul",Museum Tinguely, Basel
"Big Band der Hochschule Luzern, Leitung: Vjay Iyer",2014-11-23,"Jazz, Blues, Soul",Jazzkantine, Luzern
Black M,2014-11-23,"Hip Hop, R'n'B",Salle des fêtes de Thônex, Thônex
"R&B Caravan, Tom Müller (ts), Kai Strauss (g, voc), Dave Ruosch (p), Dani Gugolz (b, voc), Peter Müller (dr), Tommie Harris (voc)",2014-11-23,"Jazz, Blues, Soul",Grand Casino Luzern, Luzern
Musikschule Burkhalter,2014-11-23,Pop,Scala, Wetzikon
"Kammerorchester Basel, Vilde Frang (V), Nils Mönkemeyer (Va), Leitung: Yuki Kasai, Werke von Sarti, Mozart, Tschaikowski",2014-11-23,Classic,Landgasthof, Riehen
Hardcore Superstar (SWE),2014-11-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Salzhaus, Winterthur
"Pierre-Lauren Aimard (Kl), Werke von Bach",2014-11-23,Classic,KKL, Luzern
"Werke von Klaus Huber, auch um 19 Uhr, Hochschule für Musik",2014-11-23,Classic,Musik-Akademie Basel, Basel
"Margarethen-Kantorei Binningen-Bottmingen, Kinderchor & Vocalensemble Musikschule Binningen-Bottmingen, Leitung: Olga Machonova Pavlu, Werke von Thomas Leininger, Text: Tina Hartmann, Weihnachtsgeschichte im barocken Stil (UA)",2014-11-23,Classic,Kirche Heilig Kreuz, Binningen
"Kammerorchester La Folia, Laurent Tinguely (Trp), Leitung: Mirion Glas, Werke von Boyce, Albinoni, Liszt, Sibelius, Neruda",2014-11-23,Classic,Ref. Kirche, Hombrechtikon
"Orchester vom See, Chor Caecilia Dübendorf, Leitung: Ulrich Stüssi, Stephan Lauffer, Werke von Stüssi, Mendelssohn",2014-11-23,Classic,Ref. Kirche, Wädenswil
Bolschoi Don Kosaken,2014-11-23,Classic,Kirche Fraumünster, Zürich
"Werke von Grieg, Mozart, Brandwein",2014-11-23,Classic,GZ Hottingen, Zürich
"DJs Maloni, Jesaya, Junior Indian, dancehall edition",2014-11-23,"Hip Hop, R'n'B",Kanzlei, Zürich
DJs Braviragazzi Acts,2014-11-23,"Hip Hop, R'n'B",Atlantis, Basel
"DJs Real Rock Sound, Macadamya Sound",2014-11-23,"Hip Hop, R'n'B",Kraftfeld, Winterthur
"DJs D-Skillz, Miss Terious, Hands Solo",2014-11-23,"Hip Hop, R'n'B",Hiltl Club, Zürich
"DJs Peyman Amin (D), Tap Tap, Classick, Bronx",2014-11-22,"Hip Hop, R'n'B",Vior Club, Zürich
"Dimlite, Combineharvester, Nuitunit",2014-11-22,Electronic,Musikzentrum Sedel, Luzern
Hosted by Skibe & Broccoli G,2014-11-22,"Hip Hop, R'n'B",Reitschule Dachstock, Bern
"DJs Moreno, Magico",2014-11-22,"Hip Hop, R'n'B",Latin-Club D'Rumba, Basel
"DJs Sebb Bash, No Games, Scream",2014-11-22,"Hip Hop, R'n'B",Le Romandie, Lausanne
"DJs Crazy, Rome, Bk",2014-11-22,"Ragga, Reggae, African Music, Dancehall",Sender Club,
DJ Blck M,2014-11-22,"Hip Hop, R'n'B",Felix Nightclub,
"DJs Jesaya, Jermaine, Pe-Be",2014-11-22,"Hip Hop, R'n'B",Bolero, Winterthur
Roman Lussy & The Crumbling Bones,2014-11-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Südpol, Kriens
Live: The Festers,2014-11-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Beach Club, Hinwil
"Anouschka, Chantal Nitzlnader",2014-11-22,"Jazz, Blues, Soul",Grand Hotel Quellenhof, Bad Ragaz
Marla Glen,2014-11-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Kupferschmiede,
Tim O'Connor & Doc Rossi (IRL),2014-11-22,Pop,dolder2 KultUhrBeiz, Feuerthalen
Jan Steiner,2014-11-22,Pop,Café Bar Nordbrücke, Zürich
Faber,2014-11-22,Pop,El Lokal, Zürich
Scafusia Jazzband,2014-11-22,"Jazz, Blues, Soul",Casino Herisau, Herisau
Rudy Rotta & Band (I),2014-11-22,"Jazz, Blues, Soul",Albani Music Club, Winterthur
"Epica (NL), Dagoba (F), Dragonforce (GB)",2014-11-22,"Rock, Indie, Punk, Heavy Metal, Gothic",X-tra, Zürich
"Maurizio Pollini (Kl), Werke von Beethoven, Chopin",2014-11-22,Classic,KKL, Luzern
"Silberbüx, ab 5 Jahren",2014-11-22,Pop,Eisenwerk, Frauenfeld
"DJs Stereoluchs, Skor, CNDR, Lexx, Pho, Jay Boogie, John Lemon & Christian",2014-11-22,"Hip Hop, R'n'B",Zukunft, Zürich
DJ Soulsonic,2014-11-22,"Hip Hop, R'n'B",Helsinki, Zürich
"DJs Soulplay (F), K-Rim, ab 21 Jahren",2014-11-22,"Hip Hop, R'n'B",Jade Club, Zürich
DJ Nail,2014-11-22,"Hip Hop, R'n'B",Bagatelle §93, Zürich
"DJs Ker, Flow District, Rob Roy, Mo Flow, Lunatic",2014-11-22,"Hip Hop, R'n'B",Duo Club,
"Yoro Massa (BF), Djam Rekk Sound DJ-Kollektiv (SOM/SN/BF)",2014-11-22,"Hip Hop, R'n'B",Reitschule, Bern
"J.Kaliim, Kay Cut, 105, DJ battle winner, hosted by Senna (Monrose)",2014-11-21,"Hip Hop, R'n'B",Vior Club, Zürich
"DJs Anna & Stoffner, Positive",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum, Schaffhausen
Ab 23 Jahren,2014-11-21,"Ragga, Reggae, African Music, Dancehall",Bar Rouge, Basel
Dan Reed (USA),2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Star Club, Uster
"DJs The Crow, DZ, Destiny",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Borderline, Basel
"Laetitia Sadier (F), Francis Francis",2014-11-21,"Rock, Indie, Punk, Heavy Metal, Gothic",Rocking Chair (RKC), Vevey
"Open Season, The Slobbers, Drops",2014-11-21,Electronic,Kammgarn, Schaffhausen
