club_adress,club_name,date,artiste
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 9 Jun 2016",Hug & Schiemann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 9 Jun 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Florian Kruse
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Hendrik Burkhard
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Steve Bug
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Pablo Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 4 Jun 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 3 Jun 2016",Toshiya Kawasaki
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Michael Mayer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Gunjah
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 28 May 2016",Mitsutek
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2016",Monolink
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2016",Finnebassen
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2016",Bassbüro
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 27 May 2016",Simon Kwe
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 26 May 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Markus Kenel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Deetron
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Ripperton
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Sous Sol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Herzschwester
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 21 May 2016",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2016",Quarion
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2016",Douala
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2016",Samsara
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 20 May 2016",Rearte
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 19 May 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 19 May 2016",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",Hug & Schiemann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",schNee
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",Susie Star
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 15 May 2016",Patrischa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 May 2016",Kasper Bjørke
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 May 2016",WhoMadeWho
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 May 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 14 May 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2016",Bebetta
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2016",Dirk Sid Eno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2016",Rumlaut
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 13 May 2016",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 12 May 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2016",Die Vögel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2016",Robag Wruhme
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 7 May 2016",Patrischa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",Etienne De Crecy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",Nicola Kazimir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",König Balthasar
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 6 May 2016",Le Citadin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 4 May 2016",DJ Tennis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 4 May 2016",SOMNE
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 4 May 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Wed, 4 May 2016",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Apr 2016",Calibre
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Apr 2016",Jonas Saalbach
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Apr 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Apr 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Apr 2016",Hug & Schiemann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",DJ T.
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Till von Sein
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Dirt Crew
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Deneha
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Sayan Sobuth
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Apr 2016",Manuelle Musik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Apr 2016",Trentemøller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Apr 2016",Beda
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2016",Raphaello
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Apr 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 17 Apr 2016",Digitaline
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 17 Apr 2016",Dave Dinger
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Matthias Meyer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Sebo K
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Giorgia Angiuli
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Villa Bosso
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Apr 2016",Pablo Denegri
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Ander
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Ellen Allien
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Hannes Fischer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Tom Eichhagen
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Apr 2016",Pablo Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Apr 2016",Red Robin
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Apr 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Apr 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Apr 2016",Gui Boratto
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Apr 2016",are:age
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Apr 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Apr 2016",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Apr 2016",Mathias Kaden
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Apr 2016",Douglas Greed
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Apr 2016",P.Bell
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Apr 2016",Kyrill & Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Apr 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 7 Apr 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 7 Apr 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Oliver Koletzki
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Kellerkind
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Fat Sushi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Alex Dallas
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 2 Apr 2016",Anthik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",Jan Blomqvist
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",Nico Stojan
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",Joshua Jesse
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",San Marco
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",Don Ramon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 1 Apr 2016",Nader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Einmusik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Canson
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Dirty Doering
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Britta Arnold
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Marcus Meinhardt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Sascha Cawa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Rumlaut
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Markus Kenel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 27 Mar 2016",Hug & Schiemann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 26 Mar 2016",Huxley
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 26 Mar 2016",Will Saul
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 26 Mar 2016",Dahu
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 25 Mar 2016",Monika Kruse
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 25 Mar 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 25 Mar 2016",Pablo Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 25 Mar 2016",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 25 Mar 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Doctor Dru
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Monkey Safari
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Nhan Solo
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Manuelle Musik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 24 Mar 2016",Patrischa
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 18 Mar 2016",Robosonic
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 18 Mar 2016",Benny Grauer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 18 Mar 2016",Deneha
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 18 Mar 2016",Rearte
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 18 Mar 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 12 Mar 2016",Elekfantz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 12 Mar 2016",Karotte
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 12 Mar 2016",Beda
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 12 Mar 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 12 Mar 2016",Nader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 11 Mar 2016",Oliver Schories
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 11 Mar 2016",Sayan Sobuth
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 11 Mar 2016",Eliphino
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 10 Mar 2016",Dave Dinger
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 5 Mar 2016",Ost & Kjex
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 5 Mar 2016",La Fleur
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 5 Mar 2016",Kyrill & Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 5 Mar 2016",Dani Nydegger
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Der Dritte Raum
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Carlo Ruetz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Cribberz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Der Dritte Raum
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Cribberz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Carlo Ruetz
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Manon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 4 Mar 2016",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Lee Van Dowski
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Rodriguez Jr.
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Re.You
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Rodriguez Jr
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Lee Van Dowski
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Re.You
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Sabb
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 27 Feb 2016",De La Maso
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Feb 2016",Marc Romboy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Feb 2016",Uhuruku
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 26 Feb 2016",Barbir
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 25 Feb 2016",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 25 Feb 2016",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Feb 2016",PR3SNT
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Feb 2016",Baikal
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Feb 2016",The Drifter
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 20 Feb 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Feb 2016",Benotmane
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Feb 2016",Teenage Mutants
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Feb 2016",Björn Störig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 19 Feb 2016",schNee
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 18 Feb 2016",Dario D'Attis
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 18 Feb 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 14 Feb 2016",Fritz Kalkbrenner
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 14 Feb 2016",Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 14 Feb 2016",Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sun, 14 Feb 2016",Kyrill & Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",HVOB
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Sascha Braemer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",WhoMadeWho
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Manuelle Musik
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Andreas Ramos
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Schmerol
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Dani Nydegger
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Jimi Jules
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 12 Feb 2016",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 11 Feb 2016",Ezikiel
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 11 Feb 2016",Joram
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",are:age
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",Ruede Hagelstein
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",Magit Cacoon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",Acirne
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 6 Feb 2016",Benvautier
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Feb 2016",Simian Mobile Disco
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Feb 2016",Rennie Røyma
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Feb 2016",Fat Sushi
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Feb 2016",Honoree
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 5 Feb 2016",Joram
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Smash TV
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Luna City Express
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Kuriose Naturale
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Reto Ardour
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Dejan
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 30 Jan 2016",Adolpho & Franky
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jan 2016",Mute:
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 29 Jan 2016",Ruthless
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Jan 2016",Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 28 Jan 2016",Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Ander
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Chopstick
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",JohnJon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Larse
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Meggy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Manuel Moreno
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 23 Jan 2016",Deneha
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Jan 2016",Konstantin Sibold
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Jan 2016",Patrick Zigon
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 22 Jan 2016",Raphaello
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Jan 2016",Timoteo
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 21 Jan 2016",And.re
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Christopher Rau
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Mr Beatnick
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Abdel Hady
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Dani Nydegger
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Edward Ean
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Herr Müller
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Manuel Fischer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Nici Faerber
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Steffen Sonnenschein
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Niju
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Stefano Ritteri
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Luke Redford
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Pablo Einzig
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 16 Jan 2016",Samsara
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jan 2016",Lexer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jan 2016",Mimi Love
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jan 2016",Animal Trainer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jan 2016",Vanita
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 15 Jan 2016",Hug & Schiemann
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Jan 2016",Stefan Z
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Jan 2016",Henry Sure
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Thu, 14 Jan 2016",Nader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Pele & Shawnecy
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Gleichschritt
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Edgar Peng
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Turmspringer
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Chris Hanke
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Dread J
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Sat, 9 Jan 2016",Nader
"Geroldstrasse 5; 8005, Zurich", Hive Club,"Fri, 8 Jan 2016",Jonas Rathsman
